algorithm;computer;mode;filename;run_number;internal_time;external_time;external_memory;opt;
ukp5;notebook;parallel;hi_n20000-26-s90924128c44036015.ukp;2;1.58773;1.85;1050932;8825439085;
ukp5;notebook;parallel;saw_n50000wmin5000-23-s689434799c814741.ukp;2;1.17864;1.31;17312;815550;
ukp5;notebook;parallel;hi_n20000-38-s527753500c52694607.ukp;3;1.85083;2.15;1253788;10619706294;
ukp5;notebook;parallel;hi_n50000-12-s420935988c11457020.ukp;2;7.76657;7.97;286312;5668617083;
ukp5;notebook;parallel;hi_n5000-15-s750851024c5241702.ukp;2;0.110711;0.16;127616;272759649;
ukp5;notebook;parallel;hi_n5000-43-s325989053c5628220.ukp;3;0.113223;0.16;136660;292395690;
ukp5;notebook;parallel;hi_n10000-3-s300958364c65617717.ukp;1;1.34246;1.70;1556724;6625258180;
ukp5;notebook;parallel;hi_n50000-29-s443600954c83030003.ukp;1;8.84552;9.40;1963632;41683840681;
ukp5;notebook;parallel;hi_n20000-2-s324673955c91206311.ukp;2;1.77725;2.10;954564;18350640869;
ukp5;notebook;parallel;saw_n50000wmin5000-31-s452656240c583030.ukp;3;0.760759;0.91;15924;583145;
ukp5;notebook;parallel;hi_n50000-25-s199811851c19155432.ukp;3;7.03966;7.31;467312;9506182833;
ukp5;notebook;parallel;ss2_wmin5000wmax1000000n50000-0-s827183242c8321795.ukp;2;0.0204366;0.17;101624;8321795;
ukp5;notebook;parallel;saw_n50000wmin10000-9-s840509679c562381.ukp;2;1.33757;1.47;16632;562660;
ukp5;notebook;parallel;hi_n50000-12-s420935988c11457020.ukp;3;7.71755;7.93;286188;5668617083;
ukp5;notebook;parallel;hi_n50000-26-s90924128c31212485.ukp;5;8.96992;9.31;749080;15594578869;
ukp5;notebook;parallel;hi_n50000-45-s19378828c59507496.ukp;3;8.96677;9.53;1412660;29819867539;
ukp5;notebook;parallel;sc_a-5n10000wmin10000-0-c6597874.ukp;2;0.163443;0.20;56088;6596224;
ukp5;notebook;parallel;hi_n50000-29-s443600954c83030003.ukp;2;8.43543;9.04;1963896;41683840681;
ukp5;notebook;parallel;hi_n20000-43-s325989053c19041897.ukp;2;1.59432;1.77;465012;3809764957;
ukp5;notebook;parallel;nsds2_n50000wmin50000-7-s451986827c1235104.ukp;1;9.30795;9.45;47620;3679672;
ukp5;notebook;parallel;nsds2_n20000wmin20000-10-s260379653c1491928.ukp;5;2.89575;2.96;53680;1864827;
ukp5;notebook;parallel;nsds2_n50000wmin50000-1-s720843886c1834312.ukp;2;9.56132;9.71;61640;5570079;
ukp5;notebook;parallel;hi_n20000-17-s994385767c39687653.ukp;2;2.15124;2.44;948944;7954211035;
ukp5;notebook;parallel;ss2_wmin10000wmax1000000n50000-0-s827183242c6373385.ukp;3;0.0230454;0.19;85968;6373385;
ukp5;notebook;parallel;hi_n10000-4-s182130978c48752651.ukp;2;0.736695;0.88;685056;4914239108;
ukp5;notebook;parallel;hi_n5000-9-s915258292c5081854.ukp;1;0.0605646;0.09;81760;263542966;
ukp5;notebook;parallel;saw_n50000wmin10000-12-s1910782c901225.ukp;1;1.13855;1.27;18812;901494;
ukp5;notebook;parallel;hi_n50000-14-s318339058c28750683.ukp;4;7.69884;8.02;692032;14434979530;
ukp5;notebook;parallel;hi_n50000-13-s204947608c65982738.ukp;4;8.96328;9.49;1564496;33057911470;
ukp5;notebook;parallel;hi_n10000-5-s554525798c27721806.ukp;3;0.916835;1.11;668620;2782775797;
ukp5;notebook;parallel;hi_n50000-36-s442208726c8269526.ukp;1;7.87654;8.10;212476;4151705771;
ukp5;notebook;parallel;hi_n50000-26-s90924128c31212485.ukp;6;9.46177;9.75;748632;15594578869;
ukp5;notebook;parallel;hi_n50000-30-s418727292c90211289.ukp;3;9.43384;10.04;2086132;45290793835;
ukp5;notebook;parallel;hi_n5000-17-s994385767c5488791.ukp;2;0.104069;0.15;133564;285770977;
ukp5;notebook;parallel;hi_n20000-43-s325989053c19041897.ukp;3;1.71448;1.87;465040;3809764957;
ukp5;notebook;parallel;hi_n10000-10-s199607488c69682757.ukp;3;1.33751;1.65;1652080;7059536142;
ukp5;notebook;parallel;saw_n100000wmin10000-18-s152335818c5364756.ukp;5;24.05;24.34;101924;5366899;
ukp5;notebook;parallel;nsds2_n20000wmin20000-9-s684448574c1154184.ukp;1;1.77988;1.84;45976;1450131;
ukp5;notebook;parallel;ss2_wmin100000wmax500000n20000-0-s827183242c7127247.ukp;3;0.0707167;0.13;76640;7127247;
ukp5;notebook;parallel;nsds2_n20000wmin20000-0-s155213243c1596642.ukp;1;1.67095;1.73;56304;2006754;
ukp5;notebook;parallel;saw_n50000wmin5000-40-s721361676c550045.ukp;3;0.83225;0.96;13276;550264;
ukp5;notebook;parallel;saw_n50000wmin5000-21-s268466337c725245.ukp;2;0.798876;0.93;16728;725679;
ukp5;notebook;parallel;hi_n10000-42-s261146317c82121499.ukp;3;1.34306;1.72;1943684;8300347301;
ukp5;notebook;parallel;hi_n5000-0-s731232778c5052835.ukp;4;0.098158;0.14;123368;263175571;
ukp5;notebook;parallel;ss2_wmin10000wmax1000000n10000-0-s827183242c6088006.ukp;2;0.0182595;0.06;84276;6088006;
ukp5;notebook;parallel;hi_n50000-45-s19378828c59507496.ukp;4;7.79309;8.35;1412624;29819867539;
ukp5;notebook;parallel;saw_n50000wmin5000-46-s488703061c264661.ukp;2;0.773701;0.90;10140;264764;
ukp5;notebook;parallel;nsds2_n50000wmin20000-18-s364656855c1564883.ukp;1;11.3552;11.50;53780;4713341;
ukp5;notebook;parallel;hi_n20000-3-s300958364c56418527.ukp;3;2.11718;2.55;1340996;11348585540;
ukp5;notebook;parallel;saw_n50000wmin5000-11-s727046990c827756.ukp;2;0.745944;0.88;17420;827920;
ukp5;notebook;parallel;hi_n50000-33-s126192256c89138604.ukp;3;8.48785;9.09;2107644;44752603881;
ukp5;notebook;parallel;hi_n20000-15-s750851024c17795343.ukp;3;1.52539;1.68;435864;3536797452;
ukp5;notebook;parallel;saw_n50000wmin5000-7-s930328241c581344.ukp;2;0.970343;1.11;16800;581575;
ukp5;notebook;parallel;saw_n10000wmin10000-9-s840509679c389891.ukp;2;0.148095;0.18;12576;390079;
ukp5;notebook;parallel;saw_n10000wmin10000-18-s152335818c316364.ukp;1;0.154387;0.19;11124;316486;
ukp5;notebook;parallel;ss2_wmin100000wmax1000000n50000-0-s827183242c8631812.ukp;2;0.100058;0.26;104004;8631812;
ukp5;notebook;parallel;ss2_wmin50000wmax500000n10000-0-s827183242c5448462.ukp;3;0.0171082;0.06;63772;5448462;
ukp5;notebook;parallel;hi_n50000-5-s554525798c52985829.ukp;1;7.80392;8.17;1260416;26481189157;
ukp5;notebook;parallel;hi_n50000-32-s674362184c38630208.ukp;3;8.13436;8.43;923576;19283787034;
ukp5;notebook;parallel;hi_n10000-9-s915258292c6311802.ukp;3;0.599213;0.66;166904;620258958;
ukp5;notebook;parallel;nsds2_n20000wmin50000-16-s908468142c1790699.ukp;2;2.7428;2.81;59888;2302699;
ukp5;notebook;parallel;saw_n10000wmin10000-3-s952877847c788966.ukp;2;0.167154;0.20;16192;789198;
ukp5;notebook;parallel;ss2_wmin50000wmax500000n20000-0-s827183242c9608074.ukp;4;0.0235857;0.09;95356;9608074;
ukp5;notebook;parallel;nsds2_n20000wmin20000-17-s414892754c1568401.ukp;3;1.96456;2.02;54264;1969004;
ukp5;notebook;parallel;hi_n20000-44-s539788685c31401096.ukp;2;1.68201;1.84;614452;6312041531;
ukp5;notebook;parallel;saw_n50000wmin5000-7-s930328241c581344.ukp;3;0.845812;0.97;16080;581575;
ukp5;notebook;parallel;hi_n50000-25-s199811851c19155432.ukp;4;7.15679;7.38;467232;9506182833;
ukp5;notebook;parallel;saw_n50000wmin10000-19-s778904058c437494.ukp;2;1.15437;1.29;12404;437665;
ukp5;notebook;parallel;nsds2_n50000wmin20000-7-s451986827c1683740.ukp;2;11.8935;12.03;59252;5088917;
ukp5;notebook;parallel;hi_n20000-0-s731232778c13130598.ukp;2;1.59345;1.74;326592;2646192048;
ukp5;notebook;parallel;hi_n10000-45-s19378828c34021658.ukp;1;1.04096;1.26;816292;3434960436;
ukp5;notebook;parallel;hi_n5000-11-s895832870c9741414.ukp;1;0.180718;0.27;233280;506070176;
ukp5;notebook;parallel;ss2_wmin100000wmax500000n100000-0-s827183242c6445610.ukp;1;1.09268;1.43;70868;6445610;
ukp5;notebook;parallel;ss2_wmin5000wmax1000000n20000-0-s827183242c7454549.ukp;1;0.0186262;0.08;94460;7454549;
ukp5;notebook;parallel;saw_n50000wmin5000-19-s778904058c399455.ukp;2;0.877836;1.01;12816;399770;
ukp5;notebook;parallel;hi_n5000-35-s889293313c3962519.ukp;4;0.0823766;0.12;97720;205270069;
ukp5;notebook;parallel;ss2_wmin100000wmax500000n20000-0-s827183242c7127247.ukp;4;0.0690334;0.13;76740;7127247;
ukp5;notebook;parallel;ss2_wmin10000wmax1000000n50000-0-s827183242c6373385.ukp;4;0.0199533;0.16;85696;6373385;
ukp5;notebook;parallel;hi_n5000-29-s443600954c1100532.ukp;2;0.0492568;0.07;30760;56228408;
ukp5;notebook;parallel;hi_n5000-31-s410031365c7557273.ukp;5;0.131559;0.19;182036;392536090;
ukp5;notebook;parallel;ss2_wmin10000wmax1000000n100000-0-s827183242c9661788.ukp;3;0.0229133;0.30;110380;9661788;
ukp5;notebook;parallel;saw_n10000wmin10000-13-s664283699c642339.ukp;1;0.141204;0.17;17308;642657;
ukp5;notebook;parallel;nsds2_n20000wmin50000-10-s260379653c1619961.ukp;3;2.86802;2.93;55956;2069703;
ukp5;notebook;parallel;nsds2_n20000wmin50000-17-s414892754c1072316.ukp;4;2.72881;2.79;43044;1369353;
ukp5;notebook;parallel;hi_n5000-12-s420935988c6348861.ukp;1;0.068086;0.10;108216;329391721;
ukp5;notebook;parallel;saw_n50000wmin5000-21-s268466337c725245.ukp;3;0.787713;0.91;16168;725679;
ukp5;notebook;parallel;hi_n10000-49-s147981886c59878474.ukp;3;1.12337;1.42;1422376;6043628204;
ukp5;notebook;parallel;nsds2_n50000wmin50000-11-s577782098c1211849.ukp;2;10.0933;10.23;46968;3607834;
ukp5;notebook;parallel;nsds2_n50000wmin50000-13-s273864349c1970782.ukp;3;10.7697;10.92;64884;5989405;
ukp5;notebook;parallel;nsds2_n20000wmin50000-9-s684448574c1544915.ukp;1;3.15062;3.21;54576;1986391;
ukp5;notebook;parallel;saw_n50000wmin10000-3-s952877847c680785.ukp;2;1.16851;1.32;16044;680988;
ukp5;notebook;parallel;nsds2_n50000wmin50000-18-s364656855c1491886.ukp;2;11.2036;11.36;53636;4477572;
ukp5;notebook;parallel;hi_n50000-40-s534548386c55171512.ukp;3;8.5653;9.03;1311616;27700076775;
ukp5;notebook;parallel;hi_n5000-12-s420935988c6348861.ukp;2;0.0808986;0.13;107152;329391721;
ukp5;notebook;parallel;saw_n50000wmin10000-1-s464585179c705770.ukp;2;1.18214;1.31;15632;706118;
ukp5;notebook;parallel;hi_n50000-11-s895832870c37192439.ukp;5;7.88598;8.24;889940;18555608519;
ukp5;notebook;parallel;nsds2_n20000wmin50000-1-s720843886c1817994.ukp;4;2.89612;2.97;60584;2335425;
ukp5;notebook;parallel;sc_a-5n10000wmin50000-1-c6479362.ukp;1;0.505261;0.54;61792;6478822;
ukp5;notebook;parallel;hi_n5000-38-s527753500c6354493.ukp;2;0.114669;0.16;153664;330815624;
ukp5;notebook;parallel;hi_n50000-15-s750851024c5684250.ukp;2;7.20541;7.37;151548;2720618567;
ukp5;notebook;parallel;ss2_wmin1000wmax500000n20000-0-s827183242c7166489.ukp;2;0.0102249;0.07;76800;7166489;
ukp5;notebook;parallel;hi_n5000-30-s418727292c3528071.ukp;2;0.0850915;0.12;87628;183744431;
ukp5;notebook;parallel;hi_n10000-23-s605460062c54812232.ukp;5;1.1378;1.44;1303596;5528611140;
ukp5;notebook;parallel;nsds2_n50000wmin20000-16-s908468142c1516079.ukp;2;15.4842;15.63;54844;4576635;
ukp5;notebook;parallel;nsds2_n20000wmin20000-12-s774727805c1448211.ukp;2;2.42286;2.49;52524;1814348;
ukp5;notebook;parallel;saw_n50000wmin5000-20-s726804303c380063.ukp;4;1.23842;1.38;12640;380366;
ukp5;notebook;parallel;hi_n20000-22-s434860255c66089141.ukp;2;2.37973;2.74;1567468;13306257875;
ukp5;notebook;parallel;saw_n50000wmin10000-18-s152335818c355064.ukp;3;1.13051;1.26;12196;355202;
ukp5;notebook;parallel;saw_n50000wmin10000-9-s840509679c562381.ukp;3;1.09459;1.22;17340;562660;
ukp5;notebook;parallel;hi_n50000-18-s575639252c15725846.ukp;2;7.3898;7.60;386844;7776472563;
ukp5;notebook;parallel;nsds2_n20000wmin50000-0-s155213243c1302296.ukp;2;2.19474;2.26;48444;1669053;
ukp5;notebook;parallel;saw_n100000wmin10000-3-s952877847c2362745.ukp;4;21.1933;21.48;60420;2363452;
ukp5;notebook;parallel;hi_n50000-10-s199607488c2381940.ukp;1;6.18013;6.33;74008;1078406771;
ukp5;notebook;parallel;saw_n50000wmin5000-28-s222766544c984614.ukp;2;0.864619;1.00;20028;985593;
ukp5;notebook;parallel;hi_n5000-33-s126192256c6034433.ukp;3;0.11814;0.17;146504;313734584;
ukp5;notebook;parallel;hi_n10000-3-s300958364c65617717.ukp;2;1.35642;1.67;1556740;6625258180;
ukp5;notebook;parallel;saw_n50000wmin5000-41-s415311238c255038.ukp;3;1.01396;1.15;9752;255241;
ukp5;notebook;parallel;ss2_wmin5000wmax500000n100000-0-s827183242c6193291.ukp;2;0.0143561;0.29;66900;6193291;
ukp5;notebook;parallel;ss2_wmin100000wmax1000000n50000-0-s827183242c8631812.ukp;3;0.0961827;0.24;102948;8631812;
ukp5;notebook;parallel;saw_n50000wmin5000-35-s491254116c460361.ukp;3;0.932921;1.06;13768;460544;
ukp5;notebook;parallel;hi_n10000-2-s324673955c67603969.ukp;2;1.19335;1.52;1602340;6849567353;
ukp5;notebook;parallel;hi_n50000-1-s594914841c53791268.ukp;5;8.14798;8.58;1279300;27006171766;
ukp5;notebook;parallel;saw_n10000wmin10000-12-s1910782c979698.ukp;2;0.132362;0.17;20476;979987;
ukp5;notebook;parallel;saw_n10000wmin10000-14-s133254276c424245.ukp;1;0.145594;0.18;12832;424327;
ukp5;notebook;parallel;ss2_wmin5000wmax500000n100000-0-s827183242c6193291.ukp;3;0.0160072;0.30;68740;6193291;
ukp5;notebook;parallel;hi_n50000-20-s742053853c54992286.ukp;4;7.84854;8.29;1307420;27610414933;
ukp5;notebook;parallel;nsds2_n50000wmin20000-7-s451986827c1683740.ukp;3;13.0853;13.23;59032;5088917;
ukp5;notebook;parallel;nsds2_n20000wmin50000-15-s161344243c1048427.ukp;5;2.5129;2.57;42428;1343116;
ukp5;notebook;parallel;hi_n50000-2-s324673955c50146896.ukp;3;8.66224;9.02;1193448;25134945752;
ukp5;notebook;parallel;ss2_wmin1000wmax500000n50000-0-s827183242c5970156.ukp;2;0.0117068;0.15;68556;5970156;
ukp5;notebook;parallel;hi_n20000-32-s674362184c74104370.ukp;3;2.61192;3.11;1755532;14929640648;
ukp5;notebook;parallel;hi_n20000-10-s199607488c47897810.ukp;2;2.29126;2.56;1141516;9602304553;
ukp5;notebook;parallel;saw_n50000wmin10000-5-s52325605c428425.ukp;3;1.0613;1.19;12072;428466;
ukp5;notebook;parallel;hi_n10000-12-s420935988c69330407.ukp;2;1.28595;1.63;1643792;7022051602;
ukp5;notebook;parallel;nsds2_n50000wmin20000-13-s273864349c1759284.ukp;2;13.5542;13.69;60840;5309486;
ukp5;notebook;parallel;nsds2_n20000wmin50000-15-s161344243c1048427.ukp;6;1.89255;1.95;42396;1343116;
ukp5;notebook;parallel;ss2_wmin50000wmax500000n50000-0-s827183242c8208267.ukp;4;0.0777401;0.22;85424;8208267;
ukp5;notebook;parallel;saw_n10000wmin10000-1-s464585179c112578.ukp;2;0.126703;0.15;7572;112631;
ukp5;notebook;parallel;saw_n10000wmin10000-11-s727046990c854766.ukp;3;0.124425;0.16;17968;854849;
ukp5;notebook;parallel;ss2_wmin5000wmax500000n10000-0-s827183242c5167895.ukp;4;0.0122412;0.06;62832;5167895;
ukp5;notebook;parallel;hi_n5000-12-s420935988c6348861.ukp;3;0.0783457;0.12;107640;329391721;
ukp5;notebook;parallel;hi_n20000-31-s410031365c69379204.ukp;2;2.19955;2.58;1644896;13949599481;
ukp5;notebook;parallel;hi_n20000-30-s418727292c82162365.ukp;3;2.52186;3.05;1944504;16509134386;
ukp5;notebook;parallel;nsds2_n50000wmin20000-16-s908468142c1516079.ukp;3;17.5037;17.65;54268;4576635;
ukp5;notebook;parallel;sc_a5n5000wmin50000-1-c372017.ukp;3;0.118386;0.14;9908;372052;
ukp5;notebook;parallel;saw_n50000wmin5000-43-s856799010c484598.ukp;3;0.740464;0.87;15652;484693;
ukp5;notebook;parallel;sc_a5n10000wmin10000-1-c8848039.ukp;3;0.0953245;0.14;73536;8852459;
ukp5;notebook;parallel;nsds2_n50000wmin50000-9-s684448574c1397683.ukp;1;12.413;12.55;51436;4201816;
ukp5;notebook;parallel;hi_n20000-36-s442208726c47872978.ukp;3;2.31443;2.64;1140784;9607890093;
ukp5;notebook;parallel;saw_n50000wmin5000-46-s488703061c264661.ukp;3;0.952894;1.09;10600;264764;
ukp5;notebook;parallel;ss2_wmin10000wmax1000000n20000-0-s827183242c8417603.ukp;2;0.0185518;0.08;101848;8417603;
ukp5;notebook;parallel;saw_n10000wmin10000-12-s1910782c979698.ukp;3;0.119145;0.15;19620;979987;
ukp5;notebook;parallel;hi_n50000-7-s586106970c24692675.ukp;3;7.62879;7.92;596728;12397481623;
ukp5;notebook;parallel;saw_n10000wmin10000-11-s727046990c854766.ukp;4;0.151097;0.18;17656;854849;
ukp5;notebook;parallel;hi_n20000-35-s889293313c63466318.ukp;3;2.34533;2.76;1506312;12761164425;
ukp5;notebook;parallel;nsds2_n50000wmin50000-14-s577520629c1811012.ukp;3;10.279;10.43;60984;5490122;
ukp5;notebook;parallel;nsds2_n20000wmin50000-19-s618866736c1081259.ukp;2;2.01959;2.09;43208;1375802;
ukp5;notebook;parallel;hi_n20000-9-s915258292c11465474.ukp;3;1.32721;1.44;287640;2263660967;
ukp5;notebook;parallel;sc_a-5n10000wmin110000-1-c4997908.ukp;2;1.04118;1.10;69720;4997698;
ukp5;notebook;parallel;hi_n10000-2-s324673955c67603969.ukp;3;1.39341;1.73;1602296;6849567353;
ukp5;notebook;parallel;hi_n20000-41-s262685617c55170783.ukp;3;2.16342;2.57;1311832;11071762104;
ukp5;notebook;parallel;nsds2_n50000wmin20000-1-s720843886c1219357.ukp;3;13.6017;13.75;47396;3671202;
ukp5;notebook;parallel;nsds2_n20000wmin20000-19-s618866736c1596239.ukp;2;2.17481;2.24;56456;1998608;
ukp5;notebook;parallel;saw_n50000wmin5000-27-s676832060c273723.ukp;2;0.780383;0.91;10804;273776;
ukp5;notebook;parallel;hi_n10000-46-s956143877c64789316.ukp;2;0.677799;0.85;887832;6540164002;
ukp5;notebook;parallel;hi_n10000-25-s199811851c76710035.ukp;4;1.4384;1.80;1816844;7748598782;
ukp5;notebook;parallel;hi_n20000-13-s204947608c77271005.ukp;2;2.30881;2.76;1829840;15535724455;
ukp5;notebook;parallel;hi_n50000-33-s126192256c89138604.ukp;4;8.37716;9.03;2108176;44752603881;
ukp5;notebook;parallel;hi_n5000-28-s882501307c3244282.ukp;2;0.0831803;0.12;80816;167870825;
ukp5;notebook;parallel;saw_n100000wmin10000-16-s98298363c8441164.ukp;2;23.3549;23.63;128412;8444538;
ukp5;notebook;parallel;ss2_wmin5000wmax500000n100000-0-s827183242c6193291.ukp;4;0.0155385;0.28;70380;6193291;
ukp5;notebook;parallel;nsds2_n50000wmin20000-1-s720843886c1219357.ukp;4;13.5568;13.70;47156;3671202;
ukp5;notebook;parallel;nsds2_n20000wmin20000-7-s451986827c1874407.ukp;4;2.34165;2.41;61400;2366407;
ukp5;notebook;parallel;nsds2_n20000wmin50000-11-s577782098c1816375.ukp;3;2.41717;2.48;60672;2341478;
ukp5;notebook;parallel;ss2_wmin50000wmax1000000n50000-0-s827183242c9635014.ukp;2;0.04107;0.19;112188;9635014;
ukp5;notebook;parallel;saw_n10000wmin10000-14-s133254276c424245.ukp;2;0.122164;0.15;12844;424327;
ukp5;notebook;parallel;hi_n5000-43-s325989053c5628220.ukp;4;0.11255;0.16;136816;292395690;
ukp5;notebook;parallel;hi_n50000-8-s67683560c5172209.ukp;2;7.59798;7.77;139396;2577374085;
ukp5;notebook;parallel;nsds2_n20000wmin50000-3-s603562343c1262362.ukp;3;1.38212;1.44;47596;1605500;
ukp5;notebook;parallel;sc_a5n10000wmin10000-1-c8848039.ukp;4;0.0946895;0.14;73600;8852459;
ukp5;notebook;parallel;saw_n10000wmin10000-15-s274936000c632165.ukp;1;0.109108;0.14;16616;632226;
ukp5;notebook;parallel;ss2_wmin5000wmax500000n100000-0-s827183242c6193291.ukp;5;0.0146097;0.28;68864;6193291;
ukp5;notebook;parallel;nsds2_n50000wmin50000-2-s463795034c1101005.ukp;4;7.98161;8.11;44548;3259733;
ukp5;notebook;parallel;hi_n20000-25-s199811851c12031782.ukp;3;1.32442;1.44;300828;2409849321;
ukp5;notebook;parallel;saw_n50000wmin5000-47-s250292681c770033.ukp;3;0.787258;0.92;15788;770340;
ukp5;notebook;parallel;sc_a5n10000wmin10000-0-c6020768.ukp;3;0.094375;0.13;53340;6023778;
ukp5;notebook;parallel;saw_n10000wmin10000-14-s133254276c424245.ukp;3;0.132768;0.16;13852;424327;
ukp5;notebook;parallel;ss2_wmin50000wmax500000n10000-0-s827183242c5448462.ukp;4;0.0158892;0.05;63024;5448462;
ukp5;notebook;parallel;saw_n50000wmin5000-13-s664283699c547316.ukp;5;0.869493;1.00;15268;547860;
ukp5;notebook;parallel;hi_n10000-13-s204947608c51012814.ukp;2;1.06888;1.32;1214664;5149953317;
ukp5;notebook;parallel;hi_n20000-15-s750851024c17795343.ukp;4;1.41488;1.58;435868;3536797452;
ukp5;notebook;parallel;nsds2_n20000wmin50000-5-s999292130c1905302.ukp;1;2.3801;2.44;62728;2435710;
ukp5;notebook;parallel;sc_a-5n5000wmin50000-1-c900576.ukp;2;0.23642;0.26;22304;900491;
ukp5;notebook;parallel;saw_n50000wmin5000-30-s620888276c657935.ukp;4;0.947891;1.08;15560;658196;
ukp5;notebook;parallel;saw_n50000wmin10000-15-s274936000c647396.ukp;4;1.101;1.23;16096;647459;
ukp5;notebook;parallel;saw_n100000wmin10000-18-s152335818c5364756.ukp;6;22.0684;22.37;102040;5366899;
ukp5;notebook;parallel;ss2_wmin10000wmax1000000n50000-0-s827183242c6373385.ukp;5;0.0205648;0.16;85692;6373385;
ukp5;notebook;parallel;hi_n20000-7-s586106970c28033333.ukp;1;1.50202;1.70;675728;5618713683;
ukp5;notebook;parallel;hi_n50000-10-s199607488c2381940.ukp;2;6.18649;6.35;74092;1078406771;
ukp5;notebook;parallel;hi_n10000-32-s674362184c8388832.ukp;3;0.567473;0.64;215424;827554459;
ukp5;notebook;parallel;ss2_wmin1000wmax500000n10000-0-s827183242c7053974.ukp;4;0.0103169;0.06;76144;7053974;
ukp5;notebook;parallel;hi_n5000-42-s261146317c3877296.ukp;3;0.0961263;0.14;95876;201216923;
ukp5;notebook;parallel;ss2_wmin5000wmax1000000n100000-0-s827183242c8821306.ukp;2;0.0233474;0.30;104484;8821306;
ukp5;notebook;parallel;sc_a5n5000wmin10000-0-c591952.ukp;2;0.0465432;0.06;9040;592247;
ukp5;notebook;parallel;hi_n20000-6-s398797429c8780715.ukp;3;1.74955;1.86;224576;1727442377;
ukp5;notebook;parallel;nsds2_n20000wmin20000-17-s414892754c1568401.ukp;4;1.94166;2.01;53344;1969004;
ukp5;notebook;parallel;saw_n50000wmin5000-16-s98298363c428408.ukp;1;0.862248;0.99;15296;428747;
ukp5;notebook;parallel;nsds2_n20000wmin50000-0-s155213243c1302296.ukp;3;1.35455;1.41;48412;1669053;
ukp5;notebook;parallel;saw_n10000wmin10000-12-s1910782c979698.ukp;4;0.123266;0.16;19620;979987;
ukp5;notebook;parallel;hi_n10000-39-s713413380c48918775.ukp;2;1.14651;1.37;1165568;4933046995;
ukp5;notebook;parallel;saw_n50000wmin10000-19-s778904058c437494.ukp;3;1.07453;1.20;13988;437665;
ukp5;notebook;parallel;saw_n50000wmin10000-8-s400869978c521098.ukp;2;1.03426;1.16;12744;521305;
ukp5;notebook;parallel;saw_n50000wmin5000-34-s855474452c407194.ukp;4;0.872637;1.00;14272;407436;
ukp5;notebook;parallel;hi_n20000-37-s252959003c48079947.ukp;5;1.72202;2.01;1145704;9659733607;
ukp5;notebook;parallel;nsds2_n20000wmin50000-4-s135458708c1411727.ukp;1;1.79542;1.86;49916;1815354;
ukp5;notebook;parallel;hi_n50000-14-s318339058c28750683.ukp;5;6.73996;7.04;692048;14434979530;
ukp5;notebook;parallel;saw_n10000wmin10000-13-s664283699c642339.ukp;2;0.138539;0.17;17412;642657;
ukp5;notebook;parallel;hi_n5000-23-s605460062c1320121.ukp;3;0.0512366;0.08;35856;68471306;
ukp5;notebook;parallel;saw_n50000wmin10000-6-s749783978c800337.ukp;3;1.25353;1.38;16392;800656;
ukp5;notebook;parallel;saw_n50000wmin5000-25-s93553270c654703.ukp;1;0.777294;0.91;15448;654832;
ukp5;notebook;parallel;hi_n50000-9-s915258292c88886832.ukp;3;8.81595;9.41;2101532;44528626130;
ukp5;notebook;parallel;hi_n5000-12-s420935988c6348861.ukp;4;0.0773307;0.12;107740;329391721;
ukp5;notebook;parallel;hi_n20000-20-s742053853c66621104.ukp;4;2.4016;2.75;1580416;13421598642;
ukp5;notebook;parallel;nsds2_n20000wmin50000-5-s999292130c1905302.ukp;2;1.87366;1.94;62756;2435710;
ukp5;notebook;parallel;sc_a5n5000wmin10000-1-c233254.ukp;2;0.0465761;0.06;6204;233369;
ukp5;notebook;parallel;hi_n5000-7-s586106970c7129097.ukp;2;0.118317;0.16;160312;371087027;
ukp5;notebook;parallel;nsds2_n50000wmin50000-16-s908468142c1956620.ukp;2;11.2476;11.39;64828;5945352;
ukp5;notebook;parallel;ss2_wmin10000wmax500000n10000-0-s827183242c8822301.ukp;1;0.0105798;0.05;91088;8822301;
ukp5;notebook;parallel;hi_n10000-39-s713413380c48918775.ukp;3;1.11988;1.40;1165712;4933046995;
ukp5;notebook;parallel;ss2_wmin50000wmax1000000n20000-0-s827183242c7587102.ukp;2;0.0256804;0.10;95480;7587102;
ukp5;notebook;parallel;hi_n20000-11-s895832870c21445624.ukp;1;1.73961;1.90;521372;4286222831;
ukp5;notebook;parallel;hi_n20000-45-s19378828c13553251.ukp;3;1.62733;1.76;336768;2684674990;
ukp5;notebook;parallel;hi_n5000-13-s204947608c5984264.ukp;1;0.119093;0.17;145144;310281581;
ukp5;notebook;parallel;hi_n10000-18-s575639252c63036883.ukp;4;1.30392;1.64;1496212;6363488798;
ukp5;notebook;parallel;hi_n50000-42-s261146317c27074738.ukp;2;8.78867;9.11;652972;13463143156;
ukp5;notebook;parallel;ss2_wmin10000wmax1000000n100000-0-s827183242c9661788.ukp;4;0.0248379;0.30;112572;9661788;
ukp5;notebook;parallel;hi_n50000-38-s527753500c81942907.ukp;1;9.18582;9.72;1938848;41137600320;
ukp5;notebook;parallel;hi_n5000-46-s956143877c3579055.ukp;2;0.0936656;0.14;88896;185524952;
ukp5;notebook;parallel;nsds2_n50000wmin20000-15-s161344243c1346441.ukp;2;11.4035;11.57;51128;4047634;
ukp5;notebook;parallel;nsds2_n20000wmin20000-11-s577782098c1871029.ukp;3;2.23553;2.30;61416;2360563;
