algorithm;computer;mode;filename;run_number;internal_time;external_time;external_memory;opt;
pyasukpt;desktop;serial;nsds2_n50000wmin20000-6-s351997719c1668209.ukp;10;15.30000;15.35;19264;5036221;
pyasukpt;desktop;serial;hi_n10000-15-s750851024c76269221.ukp;10;5.51667;5.53;37888;7711846044;
pyasukpt;desktop;serial;saw_n50000wmin5000-8-s400869978c594021.ukp;10;7.52667;7.56;21024;594492;
pyasukpt;desktop;serial;nsds2_n20000wmin20000-15-s161344243c1467078.ukp;9;2.36000;2.38;13560;1850020;
pyasukpt;desktop;serial;hi_n10000-9-s915258292c6311802.ukp;10;2.08000;2.09;9644;620258958;
pyasukpt;desktop;serial;hi_n10000-43-s325989053c33929358.ukp;10;5.31000;5.32;19492;3416465751;
pyasukpt;desktop;serial;sc_a-5n10000wmin50000-0-c9996682.ukp;10;41.11000;41.13;25516;9995847;
pyasukpt;desktop;serial;hi_n50000-16-s221755733c4342551.ukp;10;46.42333;46.47;36364;2082282105;
pyasukpt;desktop;serial;hi_n20000-43-s325989053c19041897.ukp;10;5.43333;5.45;16788;3809764957;
pyasukpt;desktop;serial;hi_n10000-3-s300958364c65617717.ukp;10;3.68667;3.70;32656;6625258180;
pyasukpt;desktop;serial;hi_n50000-10-s199607488c2381940.ukp;10;87.74666;87.79;38576;1078406771;
pyasukpt;desktop;serial;hi_n50000-34-s467641010c41676479.ukp;10;11.81000;11.83;31244;20924040526;
pyasukpt;desktop;serial;saw_n50000wmin5000-45-s331530426c529431.ukp;10;9.55333;9.59;22140;529640;
pyasukpt;desktop;serial;saw_n100000wmin10000-4-s697219038c8578893.ukp;10;64.26999;64.34;85316;8582319;
pyasukpt;desktop;serial;hi_n20000-9-s915258292c11465474.ukp;10;15.68000;15.69;23704;2263660967;
pyasukpt;desktop;serial;hi_n5000-8-s67683560c6701143.ukp;10;1.46667;1.47;9244;347542734;
pyasukpt;desktop;serial;ss2_wmin10000wmax500000n50000-0-s827183242c6712851.ukp;10;0.02333;0.03;11932;6712851;
pyasukpt;desktop;serial;hi_n10000-24-s320356631c83848093.ukp;10;4.92000;4.93;19380;8471416844;
pyasukpt;desktop;serial;hi_n5000-0-s731232778c5052835.ukp;10;2.22333;2.23;16076;263175571;
pyasukpt;desktop;serial;saw_n50000wmin5000-4-s697219038c612912.ukp;10;4.16667;4.19;17396;613399;
pyasukpt;desktop;serial;nsds2_n50000wmin50000-10-s260379653c1520334.ukp;9;142.56999;142.61;43736;4560690;
pyasukpt;desktop;serial;saw_n50000wmin5000-15-s274936000c536014.ukp;10;11.67000;11.68;25072;536119;
pyasukpt;desktop;serial;hi_n50000-11-s895832870c37192439.ukp;10;92.29999;92.35;136080;18555608519;
pyasukpt;desktop;serial;saw_n50000wmin10000-16-s98298363c192212.ukp;10;1.27333;1.30;14428;192287;
pyasukpt;desktop;serial;sc_a-5n10000wmin110000-0-c3949309.ukp;10;9.87667;9.89;18056;3949144;
pyasukpt;desktop;serial;hi_n5000-17-s994385767c5488791.ukp;10;0.67000;0.67;13848;285770977;
pyasukpt;desktop;serial;hi_n5000-5-s554525798c945504.ukp;10;0.45333;0.46;9292;48262821;
pyasukpt;desktop;serial;saw_n50000wmin10000-5-s52325605c428425.ukp;10;18.02000;18.04;21456;428466;
pyasukpt;desktop;serial;hi_n10000-12-s420935988c69330407.ukp;10;0.30667;0.31;15096;7022051602;
pyasukpt;desktop;serial;sc_a-5n10000wmin50000-1-c6479362.ukp;10;0.00667;0.02;6296;6478822;
pyasukpt;desktop;serial;hi_n20000-34-s467641010c40842012.ukp;10;23.92666;23.96;68268;8180607175;
pyasukpt;desktop;serial;nsds2_n50000wmin20000-5-s999292130c1645290.ukp;9;45.47000;45.52;30752;4974999;
pyasukpt;desktop;serial;hi_n50000-7-s586106970c24692675.ukp;10;48.93666;49.00;75048;12397481623;
pyasukpt;desktop;serial;hi_n50000-42-s261146317c27074738.ukp;10;145.95999;146.03;78984;13463143156;
pyasukpt;desktop;serial;nsds2_n50000wmin50000-10-s260379653c1520334.ukp;10;143.44665;143.51;43556;4560690;
pyasukpt;desktop;serial;saw_n10000wmin10000-11-s727046990c854766.ukp;10;3.20333;3.21;21568;854849;
pyasukpt;desktop;serial;nsds2_n20000wmin20000-13-s273864349c1072686.ukp;9;12.32667;12.34;17408;1346014;
pyasukpt;desktop;serial;hi_n10000-31-s410031365c77889933.ukp;10;10.88667;10.91;92764;7866605653;
pyasukpt;desktop;serial;nsds2_n20000wmin20000-15-s161344243c1467078.ukp;10;2.30667;2.31;13520;1850020;
pyasukpt;desktop;serial;nsds2_n20000wmin50000-6-s351997719c1411906.ukp;10;0.07000;0.08;8072;1828906;
pyasukpt;desktop;serial;hi_n20000-19-s808826180c78733090.ukp;10;13.26667;13.31;84696;15843413187;
pyasukpt;desktop;serial;nsds2_n50000wmin20000-12-s774727805c1737310.ukp;9;4.95000;4.97;16148;5266508;
pyasukpt;desktop;serial;saw_n10000wmin10000-17-s754775117c405938.ukp;10;2.18000;2.18;17740;406056;
pyasukpt;desktop;serial;hi_n20000-22-s434860255c66089141.ukp;10;2.49333;2.51;48580;13306257875;
pyasukpt;desktop;serial;saw_n50000wmin5000-9-s840509679c225141.ukp;10;0.04000;0.07;11960;225365;
pyasukpt;desktop;serial;saw_n50000wmin5000-23-s689434799c814741.ukp;10;9.64000;9.67;22172;815550;
pyasukpt;desktop;serial;saw_n100000wmin10000-0-s985850175c6792927.ukp;10;97.25666;97.33;85304;6793604;
pyasukpt;desktop;serial;hi_n5000-11-s895832870c9741414.ukp;10;0.97667;0.99;16460;506070176;
pyasukpt;desktop;serial;hi_n50000-33-s126192256c89138604.ukp;10;178.71665;178.75;132288;44752603881;
pyasukpt;desktop;serial;hi_n5000-45-s19378828c1766445.ukp;10;0.00333;0.00;7392;91933252;
pyasukpt;desktop;serial;saw_n50000wmin10000-0-s985850175c337971.ukp;10;29.11000;29.15;27624;338002;
pyasukpt;desktop;serial;nsds2_n50000wmin50000-3-s603562343c1370625.ukp;10;179.73665;179.80;48628;4111810;
pyasukpt;desktop;serial;hi_n10000-26-s90924128c8247071.ukp;10;1.00333;1.01;9216;820583086;
pyasukpt;desktop;serial;hi_n5000-37-s252959003c2884248.ukp;10;0.23000;0.24;8044;149921553;
pyasukpt;desktop;serial;hi_n20000-7-s586106970c28033333.ukp;10;22.14000;22.16;51196;5618713683;
pyasukpt;desktop;serial;nsds2_n50000wmin50000-4-s135458708c1790901.ukp;10;39.10666;39.15;29652;5426893;
pyasukpt;desktop;serial;nsds2_n20000wmin20000-13-s273864349c1072686.ukp;10;12.30000;12.32;17464;1346014;
pyasukpt;desktop;serial;nsds2_n50000wmin20000-5-s999292130c1645290.ukp;10;45.73333;45.78;30580;4974999;
pyasukpt;desktop;serial;hi_n50000-17-s994385767c38562037.ukp;10;15.79000;15.82;29100;19360320968;
pyasukpt;desktop;serial;hi_n10000-7-s586106970c93158297.ukp;10;4.86333;4.88;36364;9414637563;
pyasukpt;desktop;serial;saw_n10000wmin10000-19-s778904058c659832.ukp;10;3.17333;3.18;21240;660090;
pyasukpt;desktop;serial;sc_a-5n5000wmin50000-0-c949215.ukp;10;65.71999;65.74;37308;949125;
pyasukpt;desktop;serial;saw_n100000wmin10000-8-s400869978c1825758.ukp;10;24.20666;24.27;35976;1826485;
pyasukpt;desktop;serial;hi_n50000-26-s90924128c31212485.ukp;10;32.00333;32.05;96536;15594578869;
pyasukpt;desktop;serial;nsds2_n50000wmin20000-12-s774727805c1737310.ukp;10;4.98333;5.02;16148;5266508;
pyasukpt;desktop;serial;nsds2_n20000wmin50000-9-s684448574c1544915.ukp;10;8.55000;8.57;16876;1986391;
pyasukpt;desktop;serial;hi_n20000-33-s126192256c21861015.ukp;10;14.27000;14.29;27560;4359439552;
pyasukpt;desktop;serial;hi_n5000-26-s90924128c4784946.ukp;10;1.25333;1.25;14400;248005346;
pyasukpt;desktop;serial;hi_n10000-21-s669712253c96279181.ukp;10;2.83000;2.85;136900;9748536169;
pyasukpt;desktop;serial;saw_n10000wmin10000-1-s464585179c112578.ukp;10;0.18000;0.19;8404;112631;
pyasukpt;desktop;serial;saw_n50000wmin10000-7-s930328241c409566.ukp;10;21.19000;21.21;24556;409645;
pyasukpt;desktop;serial;saw_n50000wmin5000-13-s664283699c547316.ukp;10;2.34000;2.36;14652;547860;
pyasukpt;desktop;serial;ss2_wmin50000wmax500000n100000-0-s827183242c8206021.ukp;10;0.06333;0.11;20404;8206021;
pyasukpt;desktop;serial;hi_n10000-6-s398797429c16372434.ukp;10;2.88667;2.90;14232;1637020521;
pyasukpt;desktop;serial;saw_n50000wmin10000-18-s152335818c355064.ukp;10;8.37667;8.39;19456;355202;
pyasukpt;desktop;serial;saw_n50000wmin5000-43-s856799010c484598.ukp;10;9.36667;9.38;22080;484693;
pyasukpt;desktop;serial;hi_n20000-42-s261146317c86648320.ukp;10;14.11667;14.17;127828;17430101586;
pyasukpt;notebook;parallel;hi_n5000-22-s434860255c760592.ukp;1;1.06333;1.28;9236;38292306;
pyasukpt;notebook;parallel;hi_n50000-7-s586106970c24692675.ukp;1;75.39333;75.68;75036;12397481623;
pyasukpt;notebook;parallel;nsds2_n20000wmin20000-1-s720843886c1669722.ukp;1;9.57333;9.80;16204;2096592;
pyasukpt;notebook;parallel;saw_n50000wmin5000-29-s865843378c1049981.ukp;1;18.11333;18.17;29280;1050815;
pyasukpt;notebook;parallel;hi_n20000-27-s532584774c55453527.ukp;1;3.74333;3.77;19516;11164198706;
pyasukpt;notebook;parallel;nsds2_n50000wmin50000-14-s577520629c1811012.ukp;1;58.28666;58.34;28064;5490122;
pyasukpt;notebook;parallel;hi_n5000-24-s320356631c289111.ukp;1;0.38333;0.39;9152;14241433;
pyasukpt;notebook;parallel;saw_n100000wmin10000-13-s664283699c7633902.ukp;1;0.07333;0.12;21804;7637715;
pyasukpt;notebook;parallel;hi_n10000-47-s442730424c11037950.ukp;1;0.17667;0.23;9208;1116286107;
pyasukpt;notebook;parallel;saw_n50000wmin10000-2-s272488647c812838.ukp;1;2.47667;2.51;14252;813080;
pyasukpt;notebook;parallel;hi_n20000-26-s90924128c44036015.ukp;1;35.75333;35.78;55476;8825439085;
pyasukpt;notebook;parallel;hi_n5000-17-s994385767c5488791.ukp;1;0.75000;0.77;13840;285770977;
pyasukpt;notebook;parallel;nsds2_n20000wmin50000-2-s463795034c1376516.ukp;1;33.82666;33.85;22284;1765896;
pyasukpt;notebook;parallel;hi_n50000-24-s320356631c94209554.ukp;1;58.14333;58.20;148320;47279866768;
pyasukpt;notebook;parallel;hi_n50000-40-s534548386c55171512.ukp;1;77.43666;77.49;61588;27700076775;
pyasukpt;notebook;parallel;saw_n50000wmin5000-49-s207481729c596577.ukp;1;1.39667;1.43;14408;597171;
pyasukpt;notebook;parallel;saw_n50000wmin5000-10-s611338258c832462.ukp;1;2.98333;3.01;15944;833125;
pyasukpt;notebook;parallel;nsds2_n50000wmin50000-19-s618866736c1395411.ukp;1;423.41663;423.60;46576;4170261;
pyasukpt;notebook;parallel;sc_a5n10000wmin10000-1-c8848039.ukp;1;0.00333;0.02;7352;8852459;
pyasukpt;notebook;parallel;hi_n50000-19-s808826180c41622293.ukp;1;198.10998;198.20;134180;20785081086;
pyasukpt;notebook;parallel;hi_n5000-49-s147981886c5197266.ukp;1;1.76333;1.79;21172;270536097;
pyasukpt;notebook;parallel;nsds2_n20000wmin50000-16-s908468142c1790699.ukp;1;4.18667;4.20;13368;2302699;
pyasukpt;notebook;parallel;hi_n20000-37-s252959003c48079947.ukp;1;5.15667;5.19;37692;9659733607;
pyasukpt;notebook;parallel;nsds2_n20000wmin20000-10-s260379653c1491928.ukp;1;7.39667;7.49;16264;1864827;
pyasukpt;notebook;parallel;hi_n10000-11-s895832870c87027021.ukp;1;3.59333;3.62;92356;8799433767;
pyasukpt;notebook;parallel;nsds2_n20000wmin50000-14-s577520629c1757564.ukp;1;3.81667;3.85;13576;2237483;
pyasukpt;notebook;parallel;hi_n10000-0-s731232778c45667812.ukp;1;4.25000;4.27;17872;4603064578;
pyasukpt;notebook;parallel;sc_a5n10000wmin50000-0-c8309846.ukp;1;0.00333;0.03;7348;8310676;
pyasukpt;notebook;parallel;hi_n5000-31-s410031365c7557273.ukp;1;0.73667;0.79;13424;392536090;
pyasukpt;notebook;parallel;saw_n50000wmin5000-27-s676832060c273723.ukp;1;7.67667;7.74;19780;273776;
pyasukpt;notebook;parallel;nsds2_n20000wmin20000-11-s577782098c1871029.ukp;1;19.76000;19.79;19464;2360563;
pyasukpt;notebook;parallel;hi_n10000-27-s532584774c72723498.ukp;1;4.66667;4.69;26808;7344796108;
pyasukpt;notebook;parallel;saw_n50000wmin5000-2-s272488647c443045.ukp;1;5.16000;5.19;17900;443308;
pyasukpt;notebook;parallel;ss2_wmin1000wmax500000n20000-0-s827183242c7166489.ukp;1;0.00667;0.11;8576;7166489;
pyasukpt;notebook;parallel;hi_n10000-15-s750851024c76269221.ukp;1;5.82333;5.84;38172;7711846044;
pyasukpt;notebook;parallel;saw_n50000wmin5000-34-s855474452c407194.ukp;1;2.40000;2.43;14616;407436;
pyasukpt;notebook;parallel;hi_n5000-44-s539788685c2014515.ukp;1;0.78667;0.80;11196;103664827;
pyasukpt;notebook;parallel;hi_n10000-31-s410031365c77889933.ukp;1;11.36000;11.39;92672;7866605653;
pyasukpt;notebook;parallel;saw_n50000wmin5000-22-s423227202c349227.ukp;1;9.72000;9.75;22256;349433;
pyasukpt;notebook;parallel;hi_n50000-19-s808826180c41622293.ukp;2;193.14665;193.21;134116;20785081086;
pyasukpt;notebook;parallel;sc_a-5n5000wmin50000-1-c900576.ukp;1;53.06333;53.11;29588;900491;
pyasukpt;notebook;parallel;saw_n100000wmin10000-3-s952877847c2362745.ukp;1;8.65000;8.70;27740;2363452;
pyasukpt;notebook;parallel;ss2_wmin10000wmax1000000n100000-0-s827183242c9661788.ukp;1;0.04333;0.44;21712;9661788;
pyasukpt;notebook;parallel;sc_a5n5000wmin15000-1-c445950.ukp;1;7.39666;7.41;14828;446095;
pyasukpt;notebook;parallel;hi_n50000-17-s994385767c38562037.ukp;1;19.01333;19.06;29100;19360320968;
pyasukpt;notebook;parallel;hi_n10000-47-s442730424c11037950.ukp;2;0.17333;0.17;8964;1116286107;
pyasukpt;notebook;parallel;nsds2_n20000wmin20000-10-s260379653c1491928.ukp;2;7.63333;7.64;16324;1864827;
pyasukpt;notebook;parallel;saw_n100000wmin10000-14-s133254276c2803801.ukp;1;10.56000;10.60;27692;2804360;
pyasukpt;notebook;parallel;saw_n50000wmin5000-47-s250292681c770033.ukp;1;0.03667;0.06;12188;770340;
pyasukpt;notebook;parallel;hi_n10000-32-s674362184c8388832.ukp;1;3.24000;3.29;10548;827554459;
pyasukpt;notebook;parallel;saw_n100000wmin10000-3-s952877847c2362745.ukp;2;9.14333;9.17;27652;2363452;
pyasukpt;notebook;parallel;hi_n50000-49-s147981886c93577815.ukp;1;252.14664;252.23;245700;46858559365;
pyasukpt;notebook;parallel;saw_n50000wmin10000-13-s664283699c1044103.ukp;1;6.07667;6.11;17644;1044621;
pyasukpt;notebook;parallel;nsds2_n20000wmin20000-17-s414892754c1568401.ukp;1;1.44667;1.47;11036;1969004;
pyasukpt;notebook;parallel;hi_n50000-11-s895832870c37192439.ukp;1;165.66665;165.72;136036;18555608519;
pyasukpt;notebook;parallel;saw_n50000wmin5000-3-s952877847c349670.ukp;1;10.83667;10.88;22064;349876;
pyasukpt;notebook;parallel;hi_n50000-16-s221755733c4342551.ukp;1;67.20333;67.27;36372;2082282105;
pyasukpt;notebook;parallel;saw_n100000wmin10000-17-s754775117c5339981.ukp;1;92.53999;92.61;93624;5341578;
pyasukpt;notebook;parallel;ss2_wmin100000wmax500000n20000-0-s827183242c7127247.ukp;1;5.95333;5.99;16040;7127247;
pyasukpt;notebook;parallel;saw_n50000wmin10000-0-s985850175c337971.ukp;1;41.52333;41.58;27660;338002;
pyasukpt;notebook;parallel;ss2_wmin50000wmax1000000n50000-0-s827183242c9635014.ukp;1;0.02333;0.05;11980;9635014;
pyasukpt;notebook;parallel;hi_n20000-42-s261146317c86648320.ukp;1;18.71000;18.77;128008;17430101586;
pyasukpt;notebook;parallel;saw_n10000wmin10000-2-s272488647c115367.ukp;1;0.81333;0.84;10412;115398;
pyasukpt;notebook;parallel;hi_n5000-33-s126192256c6034433.ukp;1;0.31000;0.46;9128;313734584;
pyasukpt;notebook;parallel;ss2_wmin5000wmax500000n50000-0-s827183242c8053326.ukp;1;0.02000;0.04;11960;8053326;
pyasukpt;notebook;parallel;ss2_wmin10000wmax500000n100000-0-s827183242c8628995.ukp;1;0.04333;0.08;21904;8628995;
pyasukpt;notebook;parallel;hi_n10000-11-s895832870c87027021.ukp;2;3.76000;3.79;92352;8799433767;
pyasukpt;notebook;parallel;saw_n100000wmin10000-3-s952877847c2362745.ukp;3;9.27333;9.31;27820;2363452;
pyasukpt;notebook;parallel;saw_n10000wmin10000-6-s749783978c120801.ukp;1;0.03000;0.05;7444;120847;
pyasukpt;notebook;parallel;ss2_wmin1000wmax1000000n50000-0-s827183242c7944993.ukp;1;0.02000;0.07;11876;7944993;
pyasukpt;notebook;parallel;ss2_wmin10000wmax1000000n50000-0-s827183242c6373385.ukp;1;0.02333;0.04;11916;6373385;
pyasukpt;notebook;parallel;nsds2_n20000wmin20000-18-s364656855c1284166.ukp;1;19.11000;19.13;18784;1603691;
pyasukpt;notebook;parallel;saw_n10000wmin10000-16-s98298363c954260.ukp;1;1.51000;1.52;13484;954638;
pyasukpt;notebook;parallel;hi_n20000-12-s420935988c55461121.ukp;1;1.71333;1.73;19444;11166156062;
pyasukpt;notebook;parallel;nsds2_n20000wmin20000-17-s414892754c1568401.ukp;2;1.50667;1.51;11024;1969004;
pyasukpt;notebook;parallel;hi_n5000-19-s808826180c589971.ukp;1;0.25000;0.27;9196;29894792;
pyasukpt;notebook;parallel;hi_n10000-48-s888315654c85762730.ukp;1;1.84667;1.88;25732;8671120377;
pyasukpt;notebook;parallel;saw_n50000wmin10000-11-s727046990c678817.ukp;1;24.15666;24.18;22344;678883;
pyasukpt;notebook;parallel;hi_n50000-20-s742053853c54992286.ukp;1;372.69996;372.77;193888;27610414933;
pyasukpt;notebook;parallel;nsds2_n50000wmin20000-11-s577782098c1718268.ukp;1;21.28333;21.33;20264;5192016;
pyasukpt;notebook;parallel;hi_n20000-28-s882501307c67192471.ukp;1;21.26333;21.31;104236;13496631391;
pyasukpt;notebook;parallel;saw_n50000wmin5000-14-s133254276c178769.ukp;1;6.67333;6.71;17840;178838;
pyasukpt;notebook;parallel;nsds2_n20000wmin50000-17-s414892754c1072316.ukp;1;42.77333;42.80;21616;1369353;
pyasukpt;notebook;parallel;hi_n20000-14-s318339058c57605881.ukp;1;1.84000;1.88;20864;11590953581;
pyasukpt;notebook;parallel;saw_n50000wmin10000-17-s754775117c325367.ukp;1;8.73000;8.76;17884;325462;
pyasukpt;notebook;parallel;saw_n50000wmin5000-35-s491254116c460361.ukp;1;0.14667;0.18;13180;460544;
pyasukpt;notebook;parallel;nsds2_n20000wmin50000-15-s161344243c1048427.ukp;1;40.10000;40.13;23380;1343116;
pyasukpt;notebook;parallel;hi_n20000-34-s467641010c40842012.ukp;1;28.06666;28.09;68448;8180607175;
pyasukpt;notebook;parallel;hi_n50000-9-s915258292c88886832.ukp;1;87.26333;87.32;209928;44528626130;
pyasukpt;notebook;parallel;hi_n10000-25-s199811851c76710035.ukp;1;4.87667;4.90;30072;7748598782;
pyasukpt;notebook;parallel;sc_a-5n5000wmin50000-0-c949215.ukp;1;85.83999;85.87;37280;949125;
pyasukpt;notebook;parallel;nsds2_n50000wmin50000-16-s908468142c1956620.ukp;1;9.04667;9.08;17536;5945352;
pyasukpt;notebook;parallel;hi_n10000-36-s442208726c59442236.ukp;1;0.01667;0.05;13380;6022409912;
pyasukpt;notebook;parallel;saw_n50000wmin10000-18-s152335818c355064.ukp;1;9.74000;9.77;19436;355202;
pyasukpt;notebook;parallel;saw_n50000wmin5000-4-s697219038c612912.ukp;1;4.55000;4.58;17396;613399;
pyasukpt;notebook;parallel;saw_n50000wmin5000-34-s855474452c407194.ukp;2;2.44667;2.46;14544;407436;
pyasukpt;notebook;parallel;hi_n5000-1-s594914841c3897377.ukp;1;0.04667;0.07;7392;202828256;
pyasukpt;notebook;parallel;hi_n10000-7-s586106970c93158297.ukp;1;5.23000;5.26;36104;9414637563;
pyasukpt;notebook;parallel;sc_a-5n5000wmin10000-0-c530995.ukp;1;6.31000;6.32;13680;530815;
pyasukpt;notebook;parallel;hi_n50000-27-s532584774c87763824.ukp;1;240.66998;240.79;298900;43937109706;
pyasukpt;notebook;parallel;saw_n50000wmin5000-30-s620888276c657935.ukp;1;5.27333;5.32;17608;658196;
pyasukpt;notebook;parallel;hi_n50000-37-s252959003c57280825.ukp;1;155.72665;155.79;240136;28682980680;
pyasukpt;notebook;parallel;saw_n50000wmin5000-0-s985850175c1032306.ukp;1;3.32333;3.35;15824;1032511;
pyasukpt;notebook;parallel;nsds2_n20000wmin50000-2-s463795034c1376516.ukp;2;25.55666;25.58;22332;1765896;
pyasukpt;notebook;parallel;hi_n50000-25-s199811851c19155432.ukp;1;131.93332;131.98;72476;9506182833;
pyasukpt;notebook;parallel;nsds2_n50000wmin50000-10-s260379653c1520334.ukp;1;319.68997;319.74;43620;4560690;
pyasukpt;notebook;parallel;hi_n10000-30-s418727292c56574382.ukp;1;7.84333;7.87;30132;5706182036;
pyasukpt;notebook;parallel;nsds2_n50000wmin50000-5-s999292130c1082699.ukp;1;525.96661;526.06;45344;3208928;
pyasukpt;notebook;parallel;hi_n5000-23-s605460062c1320121.ukp;1;0.18667;0.20;7816;68471306;
pyasukpt;notebook;parallel;hi_n5000-22-s434860255c760592.ukp;2;1.06000;1.06;9292;38292306;
pyasukpt;notebook;parallel;hi_n20000-37-s252959003c48079947.ukp;2;5.07000;5.08;37692;9659733607;
pyasukpt;notebook;parallel;sc_a5n10000wmin110000-1-c9021988.ukp;1;0.00333;0.02;6348;9022398;
pyasukpt;notebook;parallel;ss2_wmin5000wmax1000000n100000-0-s827183242c8821306.ukp;1;0.03667;0.08;20500;8821306;
pyasukpt;notebook;parallel;hi_n5000-14-s318339058c4983076.ukp;1;1.94000;1.96;17420;258168718;
pyasukpt;notebook;parallel;hi_n10000-4-s182130978c48752651.ukp;1;8.28333;8.31;24536;4914239108;
pyasukpt;notebook;parallel;ss2_wmin5000wmax500000n20000-0-s827183242c7213812.ukp;1;0.00667;0.03;8308;7213812;
pyasukpt;notebook;parallel;saw_n50000wmin5000-39-s729180851c816843.ukp;1;2.24000;2.29;14592;817167;
pyasukpt;notebook;parallel;hi_n50000-1-s594914841c53791268.ukp;1;214.99998;215.05;139304;27006171766;
pyasukpt;notebook;parallel;hi_n50000-24-s320356631c94209554.ukp;2;54.11999;54.15;148300;47279866768;
pyasukpt;notebook;parallel;hi_n10000-36-s442208726c59442236.ukp;2;0.01333;0.02;13632;6022409912;
pyasukpt;notebook;parallel;nsds2_n50000wmin50000-13-s273864349c1970782.ukp;1;7.35667;7.38;17472;5989405;
pyasukpt;notebook;parallel;saw_n50000wmin10000-1-s464585179c705770.ukp;1;13.31667;13.35;20408;706118;
pyasukpt;notebook;parallel;saw_n100000wmin10000-7-s930328241c6452970.ukp;1;2.06667;2.11;24104;6454258;
pyasukpt;notebook;parallel;hi_n10000-12-s420935988c69330407.ukp;1;0.25000;0.27;15056;7022051602;
pyasukpt;notebook;parallel;hi_n20000-12-s420935988c55461121.ukp;2;1.67000;1.69;19332;11166156062;
pyasukpt;notebook;parallel;saw_n50000wmin5000-15-s274936000c536014.ukp;1;13.91000;13.94;25012;536119;
pyasukpt;notebook;parallel;hi_n50000-3-s300958364c58496380.ukp;1;17.16667;17.20;83896;29309834327;
pyasukpt;notebook;parallel;saw_n50000wmin5000-42-s650361348c648503.ukp;1;6.70000;6.73;19452;649018;
pyasukpt;notebook;parallel;hi_n10000-41-s262685617c74110651.ukp;1;6.20333;6.23;57876;7489658205;
pyasukpt;notebook;parallel;hi_n5000-20-s742053853c4277527.ukp;1;1.87333;1.89;13220;222333758;
pyasukpt;notebook;parallel;hi_n10000-47-s442730424c11037950.ukp;3;0.17000;0.17;9136;1116286107;
pyasukpt;notebook;parallel;hi_n10000-23-s605460062c54812232.ukp;1;7.34000;7.36;26428;5528611140;
pyasukpt;notebook;parallel;sc_a5n5000wmin50000-0-c415081.ukp;1;10.75666;10.77;16308;415121;
pyasukpt;notebook;parallel;nsds2_n50000wmin50000-4-s135458708c1790901.ukp;1;63.96666;64.01;29596;5426893;
pyasukpt;notebook;parallel;ss2_wmin10000wmax1000000n50000-0-s827183242c6373385.ukp;2;0.02333;0.03;11940;6373385;
pyasukpt;notebook;parallel;nsds2_n50000wmin50000-15-s161344243c1096797.ukp;1;559.32994;559.41;50820;3240873;
pyasukpt;notebook;parallel;hi_n5000-0-s731232778c5052835.ukp;1;2.27000;2.30;16028;263175571;
pyasukpt;notebook;parallel;hi_n5000-40-s534548386c5024417.ukp;1;0.53667;0.56;11212;261426692;
pyasukpt;notebook;parallel;saw_n100000wmin10000-12-s1910782c7694198.ukp;1;35.00666;35.08;62312;7696503;
pyasukpt;notebook;parallel;hi_n20000-4-s182130978c46428515.ukp;1;0.35333;0.37;15072;9352352494;
pyasukpt;notebook;parallel;ss2_wmin100000wmax1000000n10000-0-s827183242c8590109.ukp;1;1.87333;1.90;13128;8590109;
pyasukpt;notebook;parallel;hi_n5000-35-s889293313c3962519.ukp;1;0.79667;0.82;11080;205270069;
pyasukpt;notebook;parallel;nsds2_n20000wmin20000-3-s603562343c1357401.ukp;1;38.90333;38.93;21676;1693656;
pyasukpt;notebook;parallel;ss2_wmin100000wmax1000000n20000-0-s827183242c5977860.ukp;1;0.01667;0.04;9028;5977860;
pyasukpt;notebook;parallel;nsds2_n20000wmin20000-11-s577782098c1871029.ukp;2;19.74000;19.75;19416;2360563;
pyasukpt;notebook;parallel;saw_n50000wmin10000-13-s664283699c1044103.ukp;2;5.85000;5.87;17688;1044621;
pyasukpt;notebook;parallel;hi_n50000-25-s199811851c19155432.ukp;2;124.96665;125.00;72460;9506182833;
pyasukpt;notebook;parallel;hi_n5000-34-s467641010c7638994.ukp;1;1.38000;1.41;21144;396778261;
pyasukpt;notebook;parallel;hi_n50000-12-s420935988c11457020.ukp;1;42.66333;42.69;36012;5668617083;
pyasukpt;notebook;parallel;ss2_wmin50000wmax500000n50000-0-s827183242c8208267.ukp;1;0.02000;0.06;11900;8208267;
pyasukpt;notebook;parallel;hi_n20000-12-s420935988c55461121.ukp;3;1.66333;1.67;19508;11166156062;
pyasukpt;notebook;parallel;hi_n50000-45-s19378828c59507496.ukp;1;20.29333;20.35;106224;29819867539;
pyasukpt;notebook;parallel;nsds2_n20000wmin50000-17-s414892754c1072316.ukp;2;40.73333;40.74;21628;1369353;
pyasukpt;notebook;parallel;saw_n50000wmin5000-46-s488703061c264661.ukp;1;11.11333;11.16;22288;264764;
pyasukpt;notebook;parallel;hi_n20000-15-s750851024c17795343.ukp;1;48.50999;48.53;35684;3536797452;
pyasukpt;notebook;parallel;hi_n20000-23-s605460062c74433867.ukp;1;11.81000;11.86;54272;14969284591;
pyasukpt;notebook;parallel;saw_n50000wmin5000-44-s597305222c771108.ukp;1;0.72333;0.76;14296;771569;
pyasukpt;notebook;parallel;hi_n50000-30-s418727292c90211289.ukp;1;1.76333;1.81;125436;45290793835;
pyasukpt;notebook;parallel;hi_n50000-46-s956143877c64815374.ukp;1;72.53999;72.59;219396;32539616760;
