algorithm;filename;run_number;internal_time;external_time;external_memory;opt;
cpp-mtu2;rr_n16384-1-s446531c33868122.ukp;1;0.00653468;0.05;3688;34175379;
mgreendp;rr_n16384-1-s446531c33868122.ukp;1;0.415001;0.46;415692;34175379;
ordered_step_off;rr_n16384-2-s903840c33979172.ukp;1;0.325278;0.36;534576;34578373;
terminating_step_off;rr_n16384-2-s903840c33979172.ukp;1;0.305805;0.34;503672;34578373;
eduk;rr_n16384-2-s903840c33979172.ukp;1;0.21667;0.22;9968;34578373;
eduk2;rr_n16384-2-s903840c33979172.ukp;1;0.02333;0.03;11208;34578373;
cpp-mtu1;rr_n16384-2-s903840c33979172.ukp;1;0.00178647;0.04;4044;34578373;
cpp-mtu2;rr_n16384-2-s903840c33979172.ukp;1;0.000531788;0.04;3716;34578373;
mgreendp;rr_n16384-2-s903840c33979172.ukp;1;0.24716;0.29;469812;34578373;
ordered_step_off;rr_n16384-3-s742583c34057380.ukp;1;0.293825;0.33;535900;34759566;
terminating_step_off;rr_n16384-3-s742583c34057380.ukp;1;0.294395;0.33;536076;34759566;
eduk;rr_n16384-3-s742583c34057380.ukp;1;0.63667;0.64;12112;34759566;
eduk2;rr_n16384-3-s742583c34057380.ukp;1;0.65000;0.66;15848;34759566;
cpp-mtu1;rr_n16384-3-s742583c34057380.ukp;1;17.7402;17.78;3968;34759566;
cpp-mtu2;rr_n16384-3-s742583c34057380.ukp;1;;1800.00;3676;;
mgreendp;rr_n16384-3-s742583c34057380.ukp;1;0.230522;0.26;528156;34759566;
ordered_step_off;rr_n16384-4-s512825c33821346.ukp;1;0.282515;0.32;532304;34354551;
terminating_step_off;rr_n16384-4-s512825c33821346.ukp;1;0.283023;0.32;532136;34354551;
eduk;rr_n16384-4-s512825c33821346.ukp;1;0.22333;0.23;9768;34354551;
eduk2;rr_n16384-4-s512825c33821346.ukp;1;0.04667;0.05;12692;34354551;
cpp-mtu1;rr_n16384-4-s512825c33821346.ukp;1;0.00182752;0.04;4036;34354551;
cpp-mtu2;rr_n16384-4-s512825c33821346.ukp;1;0.00169311;0.04;3764;34354551;
mgreendp;rr_n16384-4-s512825c33821346.ukp;1;0.214076;0.26;526148;34354551;
ordered_step_off;rr_n16384-5-s574662c33604711.ukp;1;0.80139;0.84;528776;34133059;
terminating_step_off;rr_n16384-5-s574662c33604711.ukp;1;0.801573;0.84;528888;34133059;
eduk;rr_n16384-5-s574662c33604711.ukp;1;2.04667;2.05;15252;34133059;
eduk2;rr_n16384-5-s574662c33604711.ukp;1;1.74667;1.75;12996;34133059;
cpp-mtu1;rr_n16384-5-s574662c33604711.ukp;1;13.3624;13.40;3936;34133059;
cpp-mtu2;rr_n16384-5-s574662c33604711.ukp;1;40.8851;40.92;3760;34133059;
mgreendp;rr_n16384-5-s574662c33604711.ukp;1;0.732645;0.77;522416;34133059;
ordered_step_off;rr_n16384-6-s732257c33658215.ukp;1;0.339216;0.38;529628;34197190;
terminating_step_off;rr_n16384-6-s732257c33658215.ukp;1;0.338983;0.38;529792;34197190;
eduk;rr_n16384-6-s732257c33658215.ukp;1;0.21333;0.21;10052;34197190;
eduk2;rr_n16384-6-s732257c33658215.ukp;1;0.03000;0.03;12960;34197190;
cpp-mtu1;rr_n16384-6-s732257c33658215.ukp;1;0.00182399;0.04;4024;34197190;
cpp-mtu2;rr_n16384-6-s732257c33658215.ukp;1;0.000739332;0.04;3752;34197190;
mgreendp;rr_n16384-6-s732257c33658215.ukp;1;0.237416;0.28;408080;34197190;
ordered_step_off;rr_n16384-7-s639568c34393592.ukp;1;0.966998;1.01;541140;35140452;
terminating_step_off;rr_n16384-7-s639568c34393592.ukp;1;0.965767;1.00;541208;35140452;
eduk;rr_n16384-7-s639568c34393592.ukp;1;2.52000;2.53;14308;35140452;
eduk2;rr_n16384-7-s639568c34393592.ukp;1;0.04333;0.05;15016;35140452;
cpp-mtu1;rr_n16384-7-s639568c34393592.ukp;1;0.00793832;0.05;3964;35140452;
cpp-mtu2;rr_n16384-7-s639568c34393592.ukp;1;0.00113239;0.04;3656;35140452;
mgreendp;rr_n16384-7-s639568c34393592.ukp;1;0.895925;0.94;533300;35140452;
ordered_step_off;rr_n16384-8-s112983c34301805.ukp;1;0.371653;0.41;539580;34873637;
terminating_step_off;rr_n16384-8-s112983c34301805.ukp;1;0.345472;0.39;505420;34873637;
eduk;rr_n16384-8-s112983c34301805.ukp;1;0.67000;0.67;12180;34873637;
eduk2;rr_n16384-8-s112983c34301805.ukp;1;0.14333;0.15;14956;34873637;
cpp-mtu1;rr_n16384-8-s112983c34301805.ukp;1;0.051964;0.09;3936;34873637;
cpp-mtu2;rr_n16384-8-s112983c34301805.ukp;1;0.147512;0.18;3800;34873637;
mgreendp;rr_n16384-8-s112983c34301805.ukp;1;0.307534;0.34;533600;34873637;
ordered_step_off;rr_n16384-9-s615173c33900300.ukp;1;0.620558;0.66;533356;34115722;
terminating_step_off;rr_n16384-9-s615173c33900300.ukp;1;0.620853;0.66;533480;34115722;
eduk;rr_n16384-9-s615173c33900300.ukp;1;0.71667;0.72;12092;34115722;
eduk2;rr_n16384-9-s615173c33900300.ukp;1;0.02667;0.03;13212;34115722;
cpp-mtu1;rr_n16384-9-s615173c33900300.ukp;1;0.0529741;0.09;3992;34115722;
cpp-mtu2;rr_n16384-9-s615173c33900300.ukp;1;0.00712145;0.04;3764;34115722;
mgreendp;rr_n16384-9-s615173c33900300.ukp;1;0.545798;0.58;469340;34115722;
ordered_step_off;rr_n2048-0-s56545c4278888.ukp;1;0.0322417;0.04;69952;4491093;
