num_iter;knapsack_time;sort_time
 1202; 0x1.4fc44115a78fbp-14; 0x1.478aa58252779p-15
 1203; 0x1.0baf46e629a65p-13; 0x1.3ce357a01c62p-15
 1204; 0x1.bd46945b63a06p-15; 0x1.4ff6b858a181cp-15
 1205; 0x1.db8667d26602bp-14; 0x1.5cdb67083ba79p-15
 1206; 0x1.3da527166f582p-13; 0x1.54c0eeea7b55ep-15
 1207; 0x1.3824f0b67228ap-13; 0x1.4eec6ea01327cp-15
 1208; 0x1.59172eabf623cp-14; 0x1.5459daa30a6cdp-15
 1209; 0x1.a61c4dad4bc1ep-14; 0x1.525ac0c0cfe96p-15
 1210; 0x1.c0ca600b02928p-14; 0x1.4a66f03dd9ef1p-15
 1211; 0x1.4226e3660dc86p-14; 0x1.4c09b2a014a1cp-15
 1212; 0x1.d007477a9b853p-14; 0x1.4d524343cc888p-15
 1213; 0x1.e91e671e473ddp-14; 0x1.514a05c3ca80dp-15
 1214; 0x1.9e84d4aa55986p-14; 0x1.4e47136d78b1fp-15
 1215; 0x1.6f6f014832268p-14; 0x1.508ae57f53d0cp-15
 1216; 0x1.2bcf9a3a3106ep-13; 0x1.4d252a648b229p-15
 1217; 0x1.7d0f979a07751p-13; 0x1.495ecc46c899fp-15
 1218; 0x1.d716ec6f6e3bcp-13; 0x1.4e855a58a23ecp-15
 1219; 0x1.1117ddf5c7a07p-13; 0x1.49fdb634ec013p-15
 1220; 0x1.1e15c846debf4p-13; 0x1.542204fc57eeap-15
 1221; 0x1.5f2f5445406acp-12; 0x1.4cbe161d1a399p-15
 1222; 0x1.bd40ac874bd3p-13; 0x1.40ea226a857c5p-15
 1223; 0x1.ad395e9b6bd6cp-14; 0x1.4e58417960d8dp-15
 1224; 0x1.0b2aab7a41ba9p-13; 0x1.4fa743618fce2p-15
 1225; 0x1.3ac19cede1f05p-12; 0x1.5bf379677d9b4p-15
 1226; 0x1.880aa5f64947fp-13; 0x1.4fd682024e38fp-15
 1227; 0x1.94a42b31cbc3dp-14; 0x1.4f7a2a824e683p-15
 1228; 0x1.0af026a1b2f64p-13; 0x1.4d7b10a013e4cp-15
 1229; 0x1.9cbea34f8c158p-14; 0x1.538540cfb18c3p-15
 1230; 0x1.00be6be0f9aa8p-13; 0x1.4c1f2c2ef6d25p-15
 1231; 0x1.34b8c457326bep-13; 0x1.4ed6f51130f74p-15
 1232; 0x1.2a8a4238b4a76p-13; 0x1.496dd49133bbep-15
 1233; 0x1.96624ef700746p-13; 0x1.467e36084718cp-15
 1234; 0x1.0367b5e927eeap-12; 0x1.48f5923ddaac1p-15
 1235; 0x1.d4ef8ea14b9d4p-14; 0x1.59c746a601b1ep-15
 1236; 0x1.d2b11af3290aap-14; 0x1.57d50f4cb54b9p-15
 1237; 0x1.23a9dbe4a05bbp-13; 0x1.46f6785ba028ap-15
 1238; 0x1.92df96282004bp-13; 0x1.4915c8942df4ep-15
 1239; 0x1.cbfc312d38614p-13; 0x1.4b5774e48c0edp-15
 1240; 0x1.a505aadc2e8cp-13; 0x1.4bb3cc648bdf9p-15
 1241; 0x1.451010aa835dp-14; 0x1.55e0b231ebe06p-15
 1242; 0x1.37a862e01f0f1p-14; 0x1.568c7ea8fd64cp-15
 1243; 0x1.1330bce9de5e2p-13; 0x1.534088a010f0dp-15
 1244; 0x1.2752296d8ca06p-14; 0x1.56437af662bfbp-15
 1245; 0x1.3f4427660f426p-14; 0x1.50c92c6a7d5d9p-15
 1246; 0x1.46b83170769bdp-14; 0x1.55913d3ada2ccp-15
 1247; 0x1.37ed1b0fbfaa7p-14; 0x1.52c1d50840d27p-15
 1248; 0x1.8e6783bf342a4p-14; 0x1.4c4c450e38384p-15
 1249; 0x1.74e1cbaee1f7bp-13; 0x1.4d4560bade6b6p-15
 1250; 0x1.7b06d3d11a5bcp-14; 0x1.4c81f4f36db1ap-15
 1251; 0x1.5210aa2d76c1ep-14; 0x1.4c5b4d58a35a3p-15
 1252; 0x1.bda1d8faa4eeap-14; 0x1.53dd4cccb7534p-15
 1253; 0x1.e810e4c37d5c8p-14; 0x1.4f6b2237e3463p-15
 1254; 0x1.e48e2bf49cecep-14; 0x1.570f7dc3c78cfp-15
 1255; 0x1.12f00b85082bep-12; 0x1.4cc03bde973e6p-15
 1256; 0x1.ec00103d87418p-15; 0x1.562344a00f76ep-15
 1257; 0x1.1f0b21e0ea29fp-13; 0x1.5903dade90f81p-15
 1258; 0x1.dfd4108decbd3p-13; 0x1.4e08cc824f253p-15
 1259; 0x1.1251efbf73a68p-14; 0x1.5b1cb9d2a7b5cp-15
 1260; 0x1.4329a8f966916p-14; 0x1.590c71e4850b8p-15
 1261; 0x1.4b9e52d5a9afp-14; 0x1.541db9795de4ep-15
 1262; 0x1.1b5009faf7facp-14; 0x1.56c89fd2a9ecbp-15
 1263; 0x1.4e036e1e96991p-14; 0x1.5658f48544f04p-15
 1264; 0x1.4e58417960d8dp-14; 0x1.5910bd677f153p-15
 1265; 0x1.fbc9a0ae9cf22p-15; 0x1.597c1d31ea07fp-15
 1266; 0x1.380905e318e98p-14; 0x1.582d1b49bb12ap-15
 1267; 0x1.10d54b87a409fp-13; 0x1.4eb498f960a99p-15
 1268; 0x1.0b06b31153a94p-13; 0x1.4e19fa8e374cp-15
 1269; 0x1.de8734673acccp-14; 0x1.7953f643b604bp-15
 1270; 0x1.e7b041c083822p-15; 0x1.570d58024a881p-15
 1271; 0x1.9860df68dbb6ap-14; 0x1.5204da8547273p-15
 1272; 0x1.0719ad58c6c93p-13; 0x1.59f45f854317dp-15
 1273; 0x1.f485e825b285ep-14; 0x1.4fdacd854842bp-15
 1274; 0x1.21b2cf97faaa8p-13; 0x1.5cd0aa40ca8f5p-15
 1275; 0x1.8270aa846fde2p-13; 0x1.5a36f1f366ae5p-15
 1276; 0x1.740e44bc47997p-14; 0x1.56973b706e7d1p-15
 1277; 0x1.3da38ac551948p-14; 0x1.51b11a0b3b69ep-15
 1278; 0x1.abb8f8510171cp-14; 0x1.5722d1912cb8ap-15
 1279; 0x1.016dfa6aa5f76p-13; 0x1.5059811d18611p-15
 1280; 0x1.4e06a6c0d2205p-14; 0x1.5ac2881424e9ep-15
 1281; 0x1.e5b9bee43d121p-14; 0x1.579b13e485c88p-15
 1282; 0x1.e227fdcaf1806p-13; 0x1.5a572849b9f72p-15
 1283; 0x1.8aec4f15894b9p-14; 0x1.57ac41f06def5p-15
 1284; 0x1.3deeb439693e7p-14; 0x1.5a2c352bf5961p-15
 1285; 0x1.1907ec6622d24p-14; 0x1.60dbc08e2db35p-15
 1286; 0x1.5e3f590eed8c4p-13; 0x1.5853c2e4856ap-15
 1287; 0x1.78e3c185f1c7p-13; 0x1.56fe4fb7df661p-15
 1288; 0x1.a6efd49fe6202p-14; 0x1.57b924795c0c7p-15
 1289; 0x1.1702613f71404p-13; 0x1.58b465e77f447p-15
 1290; 0x1.63463a3ad3298p-13; 0x1.5839fdd2a92fcp-15
 1291; 0x1.6d7eefb062c5p-13; 0x1.53d4b5c6c33fdp-15
 1292; 0x1.6012f663046d6p-14; 0x1.5b34592306eb3p-15
 1293; 0x1.dd50e4b0298f3p-14; 0x1.4c011b9a208e5p-15
 1294; 0x1.b6b406ad4344ap-14; 0x1.531149ff52861p-15
 1295; 0x1.9684219e7180ep-13; 0x1.57e41797206d9p-15
 1296; 0x1.a097cbca5488bp-13; 0x1.56d9cdde92139p-15
 1297; 0x1.4fe94c5f54237p-12; 0x1.51884caef40dap-15
 1298; 0x1.9d9f0ccb1490ep-14; 0x1.5fbe23083a2dap-15
 1299; 0x1.790035c9aa476p-14; 0x1.625e4c9a151d2p-15
 1300; 0x1.915b6dcb1ad73p-14; 0x1.63dc8d23027d5p-15
 1301; 0x1.27f2263c6e8a1p-14; 0x1.5e0a329a17541p-15
 1302; 0x1.88fc3d7db9ea2p-14; 0x1.5933197f4f62ep-15
 1303; 0x1.b96225a8cad3cp-14; 0x1.6594c9141f608p-15
 1304; 0x1.319afa0e45e06p-14; 0x1.5e32fff65eb05p-15
 1305; 0x1.f72611b78d757p-14; 0x1.5a0bfed5a24d3p-15
 1306; 0x1.c2184f1273057p-14; 0x1.576dfb0544628p-15
 1307; 0x1.9b225231c8717p-14; 0x1.62cbd225fd14cp-15
 1308; 0x1.2f36f1a61778cp-14; 0x1.61e60a46bc0d5p-15
 1309; 0x1.c56bc940950a5p-15; 0x1.644c38706779cp-15
 1310; 0x1.0b8ac50cdc53dp-14; 0x1.5ddd19bad5ee2p-15
 1311; 0x1.0fb1c62d98b6ep-14; 0x1.655acdabefdd7p-15
 1312; 0x1.5aa4777f4ea5ep-14; 0x1.69bdeff658c88p-15
 1313; 0x1.40f3cc5138122p-14; 0x1.5cffe8e188fa1p-15
 1314; 0x1.db2a10526631fp-15; 0x1.5dc7a02bf3bd9p-15
 1315; 0x1.1a12361eb12c4p-14; 0x1.66a1388e2abf6p-15
 1316; 0x1.857baa70567f4p-14; 0x1.6516157c4f422p-15
 1317; 0x1.42b6c509c60dap-14; 0x1.67c0fbd59b49fp-15
 1318; 0x1.50efd40547b4fp-14; 0x1.5aa251bdd1a11p-15
 1319; 0x1.47046dc54cc82p-14; 0x1.616fedb4e0024p-15
 1320; 0x1.1e41ce4561a2dp-14; 0x1.62df25f362407p-15
 1321; 0x1.54061a28feaf8p-14; 0x1.638f3ded6dce8p-15
 1322; 0x1.d49ce107fe626p-14; 0x1.646e948837c77p-15
 1323; 0x1.55c4c75e92a14p-14; 0x1.60dde64faab82p-15
 1324; 0x1.695c3a12a06bap-14; 0x1.5dd03731e7d1p-15
 1325; 0x1.3e39ddad80e86p-13; 0x1.663c4a0836db3p-15
 1326; 0x1.f18db296d1cf5p-14; 0x1.5dcbebaeedc75p-15
 1327; 0x1.218cb16d8f944p-14; 0x1.697d8349b236ep-15
 1328; 0x1.c1c043156d3e6p-14; 0x1.57fddca8fca7dp-15
 1329; 0x1.d5f9d859d9f74p-14; 0x1.6d23ab112176bp-15
 1330; 0x1.719077423cf79p-14; 0x1.631b471d0ec86p-15
 1331; 0x1.6e32404ca9da6p-13; 0x1.6305cd8e2c97dp-15
 1332; 0x1.e25c9acf68776p-14; 0x1.61eea14cb020bp-15
 1333; 0x1.065d3c462c5f3p-13; 0x1.6090971a16096p-15
 1334; 0x1.81b7721410fb7p-14; 0x1.629eb946bbaedp-15
 1335; 0x1.8d5b144528cb8p-14; 0x1.694e44a8f3cc1p-15
 1336; 0x1.15cc9af8bf44p-13; 0x1.642590d59d226p-15
 1337; 0x1.7ad4e5fe7faafp-13; 0x1.638af26a73c4dp-15
 1338; 0x1.1a4c3186e0af6p-14; 0x1.64acdb7361543p-15
 1339; 0x1.5a2760389c4b1p-13; 0x1.5ef8917f4c6efp-15
 1340; 0x1.b4b017d7af764p-13; 0x1.64d9f452a2ba3p-15
 1341; 0x1.9e0c9256fc887p-14; 0x1.67e9c931e2a62p-15
 1342; 0x1.f0edb5c7efe5ap-14; 0x1.600b723dcedc6p-15
 1343; 0x1.68f8e7ddca4b1p-13; 0x1.5e623e971d1b2p-15
 1344; 0x1.93a9fca4670e4p-13; 0x1.60c646ff4b82cp-15
 1345; 0x1.6314d5d897b9cp-14; 0x1.665c805e8a24p-15
 1346; 0x1.f3a24607ee834p-15; 0x1.6219946a7481dp-15
 1347; 0x1.7e480d1295b77p-14; 0x1.604122230455cp-15
 1348; 0x1.2d998da795523p-12; 0x1.614d919d0fb49p-15
 1349; 0x1.4f8be1fe95d04p-13; 0x1.74947c794d48ep-15
 1350; 0x1.611b1a5a15c28p-14; 0x1.600726bad4d2bp-15
 1351; 0x1.db17cf65bf88ap-14; 0x1.6eccdeb7d337fp-15
 1352; 0x1.cda0067031965p-14; 0x1.5e6018d5a0164p-15
 1353; 0x1.4235a6f84949cp-12; 0x1.5a18e15e906a5p-15
 1354; 0x1.12755eb802769p-14; 0x1.65839b083739bp-15
 1355; 0x1.0f9a26dd39818p-14; 0x1.66b8d7de89f4cp-15
 1356; 0x1.60cff0e5fe18ap-14; 0x1.66f71ec9b3819p-15
 1357; 0x1.a4b49993ff14bp-13; 0x1.61ac0ede8c8a3p-15
 1358; 0x1.c81489d8640d6p-15; 0x1.6c8d5828f222ep-15
 1359; 0x1.b4442e9ce5426p-14; 0x1.6266e3a009309p-15
 1360; 0x1.b6de705aa8648p-13; 0x1.63689652a3772p-15
 1361; 0x1.77a5eda9aaf88p-13; 0x1.66810237d7769p-15
 1362; 0x1.4cc736936d8e3p-13; 0x1.69c8acbdc9e0cp-15
 1363; 0x1.a4a507d934b18p-13; 0x1.635dd98b325eep-15
 1364; 0x1.8e7e102ed4dd4p-12; 0x1.5f864d6187af6p-15
 1365; 0x1.6eb319a5f6fdap-14; 0x1.6e90bd8e26bp-15
 1366; 0x1.04481f64b06ap-14; 0x1.67e1322bee92cp-15
 1367; 0x1.5564adcbf808p-13; 0x1.66f0ad853c73p-15
 1368; 0x1.0929f546e9738p-14; 0x1.857984aed97a6p-15
 1369; 0x1.b148c06bc9048p-14; 0x1.6be7fcf657adp-15
 1370; 0x1.e1569c99d427p-15; 0x1.6825ea5b8f2e1p-15
 1371; 0x1.c788f3b7a5d1cp-15; 0x1.692be891237e6p-15
 1372; 0x1.2d30dd0f06a58p-13; 0x1.6992fcd894676p-15
 1373; 0x1.1ae8b0fb57712p-12; 0x1.6de4f117152bap-15
 1374; 0x1.57d6222d73cep-13; 0x1.6ca4f77951584p-15
 1375; 0x1.3e37b7ec03e38p-13; 0x1.6ad967bacf495p-15
 1376; 0x1.1f82dac3e3f8ap-14; 0x1.7087406a6d2p-15
 1377; 0x1.0f1c862627e58p-13; 0x1.73344c85362cbp-15
 1378; 0x1.dea295ca34ca9p-13; 0x1.68936fe77725bp-15
 1379; 0x1.506bc209bf0a6p-13; 0x1.737293705fb98p-15
 1380; 0x1.3e122331f80e8p-14; 0x1.7b6aaf764fbd8p-15
 1381; 0x1.2a5a7a2796fb6p-13; 0x1.69c4613acfd71p-15
 1382; 0x1.658b1f2d6ccabp-14; 0x1.71624b823d0f3p-15
 1383; 0x1.25973e4a93772p-13; 0x1.6ccb9f141bafap-15
 1384; 0x1.c7b47045c9741p-13; 0x1.683d89abee638p-15
 1385; 0x1.04c8f8bdfd8d4p-13; 0x1.697d8349b236ep-15
 1386; 0x1.59e9a2bdd1ff8p-14; 0x1.72fc76de83ae7p-15
 1387; 0x1.78a829cca4804p-14; 0x1.714660aee3d01p-15
 1388; 0x1.bffdd3cd3e842p-13; 0x1.73ccc52ee2856p-15
 1389; 0x1.4aa53729037bdp-13; 0x1.70c5875596acdp-15
 1390; 0x1.cf8bcc8506ee1p-14; 0x1.72216bc6b3bf4p-15
 1391; 0x1.e320900738725p-13; 0x1.6ffff5cca8ee3p-15
 1392; 0x1.2936f4cd8ba86p-13; 0x1.73aa69171237bp-15
 1393; 0x1.5a4e9143c5e3bp-13; 0x1.71c0c8c3b9e4dp-15
 1394; 0x1.cfc4b50c77eecp-14; 0x1.7288800e24a85p-15
 1395; 0x1.67e6908fa71eep-13; 0x1.7053b646b4ab8p-15
 1396; 0x1.4c671d00d2f4fp-12; 0x1.7a8b58db85c4ap-15
 1397; 0x1.2dd2762f0652dp-12; 0x1.70b8a4cca88fbp-15
 1398; 0x1.99324099f91p-13; 0x1.6cb3ffc3bc7a4p-15
 1399; 0x1.6078f7c9b6d3fp-13; 0x1.6cba71083388dp-15
 1400; 0x1.7da6fd62f54b5p-14; 0x1.7c81dbb7cc34ap-15
 1401; 0x1.54c0eeea7b55ep-14; 0x1.74ae418b29832p-15
 1402; 0x1.fab2746d207bp-15; 0x1.7d9296b4d19d3p-15
 1403; 0x1.53f3d93c58064p-14; 0x1.7915af588c77ep-15
 1404; 0x1.122d6de62653fp-14; 0x1.7369fc6a6ba61p-15
 1405; 0x1.45dd2658a6acap-14; 0x1.7612bd023aa9p-15
 1406; 0x1.2ad2bc7af00b4p-13; 0x1.6dc06f3dc7d91p-15
 1407; 0x1.2a25dd2320047p-14; 0x1.7680428e22a0ap-15
 1408; 0x1.af9df073f97f9p-13; 0x1.755e598535113p-15
 1409; 0x1.17e79fae53068p-12; 0x1.78ae9b111b8eep-15
 1410; 0x1.14e0eb45666f2p-12; 0x1.78ae9b111b8eep-15
 1411; 0x1.f93ccaea272e4p-14; 0x1.73aeb49a0c417p-15
 1412; 0x1.9c8c2c0c92238p-14; 0x1.73fe29911df51p-15
 1413; 0x1.87cf97ad5b427p-14; 0x1.78c1eede80ba9p-15
 1414; 0x1.e64dec0aef611p-15; 0x1.80fec3141159fp-15
 1415; 0x1.e5783f56d7fep-14; 0x1.7d657dd590374p-15
 1416; 0x1.24c99f2c10e64p-14; 0x1.79e1b225f1451p-15
 1417; 0x1.b93fc990fa862p-14; 0x1.6d52e9b1dfe18p-15
 1418; 0x1.41ffb25ae42fdp-13; 0x1.7b32d9cf9d3f5p-15
 1419; 0x1.e6364cba902bap-14; 0x1.79b2738532da4p-15
 1420; 0x1.4c4d57eef6babp-13; 0x1.7da5ea8236c8ep-15
 1421; 0x1.37b545690d2c3p-14; 0x1.7d89ffaedd89cp-15
 1422; 0x1.15dc2cb389a72p-14; 0x1.7d3cb07948dbp-15
 1423; 0x1.d112a413e861ap-15; 0x1.767e1ccca59bcp-15
 1424; 0x1.202948d73cf0dp-13; 0x1.76a90fea69fcep-15
 1425; 0x1.8714397b7f5aep-13; 0x1.7718bb37cef95p-15
 1426; 0x1.2d76a81f65c34p-13; 0x1.7d0f979a07751p-15
 1427; 0x1.02db0ce7ab30bp-13; 0x1.795eb30b271cfp-15
 1428; 0x1.24052083e1aa1p-12; 0x1.8d24517f34cfap-15
 1429; 0x1.20385121a812dp-13; 0x1.75ce04d29a0dbp-15
 1430; 0x1.505ff2618f6fbp-12; 0x1.7594096a6a8a9p-15
 1431; 0x1.7f58c80f9b2p-14; 0x1.730b7f28eed07p-15
 1432; 0x1.7fd77ba76b3e6p-13; 0x1.7aa969705c089p-15
 1433; 0x1.5a909a418a39p-13; 0x1.72571babe938ap-15
 1434; 0x1.4f90b6f1ef1b3p-14; 0x1.78ef07bdc2208p-15
 1435; 0x1.ae45ce157735ap-14; 0x1.6f15e26a6dddp-15
 1436; 0x1.e93a51f1a07cfp-13; 0x1.779994911c1c9p-15
 1437; 0x1.9e5af46d4fb9ap-13; 0x1.823a712edb239p-15
 1438; 0x1.789b4743b6633p-13; 0x1.82aa1c7c40201p-15
 1439; 0x1.fe4299354e492p-13; 0x1.7bd8350237b52p-15
 1440; 0x1.bc967c6158124p-14; 0x1.750427c6b2455p-15
 1441; 0x1.11808e8e564d2p-14; 0x1.78dbb3f05cf4dp-15
 1442; 0x1.3ab5cd45b255ap-12; 0x1.7747f9d88d642p-15
 1443; 0x1.5fe779d4e0cb1p-13; 0x1.8018fb34d0528p-15
 1444; 0x1.1c2978c1aa265p-13; 0x1.74e61731dc016p-15
 1445; 0x1.158b1b6b5a2fep-12; 0x1.77ace85e81484p-15
 1446; 0x1.6f7be3d12043ap-13; 0x1.7435ff37d0734p-15
 1447; 0x1.888620ebdddf1p-13; 0x1.77078d2be6d27p-15
 1448; 0x1.8760ff40b4c87p-12; 0x1.76e97c97108e8p-15
 1449; 0x1.b5af1b586d76dp-13; 0x1.736e47ed65afcp-15
 1450; 0x1.56dc38583eb9p-12; 0x1.7bfa911a0802cp-15
 1451; 0x1.d1a05ff623a2p-14; 0x1.775d73676f94ap-15
 1452; 0x1.370866113d256p-12; 0x1.8147c6c6abffp-15
 1453; 0x1.1244c87e55e8bp-12; 0x1.7d72605e7e546p-15
 1454; 0x1.e7b516b3dccd1p-13; 0x1.7435ff37d0734p-15
 1455; 0x1.28abe81d2caep-14; 0x1.7cc693e76cdp-15
 1456; 0x1.ba53bd303b75ep-14; 0x1.79923d2edf917p-15
 1457; 0x1.d433a6ff10748p-14; 0x1.7533666770b02p-15
 1458; 0x1.40d2831a2646ep-13; 0x1.7926dd64749ecp-15
 1459; 0x1.5502f7e83fab2p-13; 0x1.7e1c071412d3ep-15
 1460; 0x1.1db970c6deee8p-12; 0x1.758fbde77080ep-15
 1461; 0x1.292ea27fc7358p-12; 0x1.75d69bd88e211p-15
 1462; 0x1.3593cf6f025b1p-13; 0x1.7813fca5f2315p-15
 1463; 0x1.60275d11281b8p-14; 0x1.78fe10082d428p-15
 1464; 0x1.406c81b373e05p-12; 0x1.76600c37cf57dp-15
 1465; 0x1.25bd5c74fe8d4p-14; 0x1.75fd437358788p-15
 1466; 0x1.e7069b0aef029p-15; 0x1.81a1f8852ecaep-15
 1467; 0x1.1c65107af76d1p-13; 0x1.7582db5e8263cp-15
 1468; 0x1.29a7298b4fe6p-13; 0x1.7e1e2cd58fd8cp-15
 1469; 0x1.0d8da101b19fcp-12; 0x1.73344c85362cbp-15
 1470; 0x1.6acf791bed12ep-12; 0x1.7582db5e8263cp-15
 1471; 0x1.69aee7abeda68p-13; 0x1.72b9e4706017fp-15
 1472; 0x1.94877235e3a2ep-12; 0x1.6f028e9d08b15p-15
 1473; 0x1.6244878838e2fp-13; 0x1.7951d08238ffdp-15
 1474; 0x1.5c30ad71e8a5ap-13; 0x1.7e44d4705a302p-15
 1475; 0x1.62fc23a77a02p-14; 0x1.7b30b40e203a7p-15
 1476; 0x1.42344f5f5b26cp-13; 0x1.aa12fd4c8b37cp-15
 1477; 0x1.8ca891d17097fp-12; 0x1.869947f64a04fp-15
 1478; 0x1.17446a3d35959p-13; 0x1.7c9309c3b45b8p-15
 1479; 0x1.573b83c24a707p-13; 0x1.7f6271f64db5dp-15
 1480; 0x1.335a531050e3bp-11; 0x1.7a2f015b85f3ep-15
 1481; 0x1.5185e23547682p-12; 0x1.84e55788272b7p-15
 1482; 0x1.90070d7f3355bp-14; 0x1.84dcc0823318p-15
 1483; 0x1.298bc82855e82p-13; 0x1.7cb9b15e7eb2ep-15
 1484; 0x1.8b9a414e17d4dp-14; 0x1.7cb11a588a9f7p-15
 1485; 0x1.d8fccab02bc62p-14; 0x1.7fb40caedc6e5p-15
 1486; 0x1.18d462426a5dcp-12; 0x1.826dfb5293982p-15
 1487; 0x1.85e92ffc3e76ep-14; 0x1.81c67a5e7c1d7p-15
 1488; 0x1.3d98cdfde07c4p-13; 0x1.7e6730882a7ddp-15
 1489; 0x1.29ca9883deb62p-14; 0x1.7e0f248b24b6cp-15
 1490; 0x1.9b1cf3ce0fe54p-12; 0x1.8317a2082817ap-15
 1491; 0x1.020f938aa5a4bp-13; 0x1.8dbeefea5e2d3p-15
 1492; 0x1.ac1ef9b7b3d86p-14; 0x1.7b394b14144dep-15
 1493; 0x1.85af34940ef3cp-14; 0x1.7a4d11f05c37dp-15
 1494; 0x1.af0939dce7ef6p-14; 0x1.795841c6b00e6p-15
 1495; 0x1.1c3b303df18e6p-13; 0x1.77a89cdb873e9p-15
 1496; 0x1.d5b745ebb660cp-14; 0x1.76fef625f2bf1p-15
 1497; 0x1.03a6cafce05d4p-12; 0x1.835a34764bae2p-15
 1498; 0x1.00d7a78276a38p-14; 0x1.7841158533974p-15
 1499; 0x1.8cdc60ad58adp-14; 0x1.7eea2fa2f4a5fp-15
 1500; 0x1.41fbab9019c6bp-12; 0x1.75f286abe7603p-15
 1501; 0x1.10911cc862afdp-13; 0x1.802c4f02357e3p-15
 1502; 0x1.1395ab6fd2425p-13; 0x1.783aa440bc88bp-15
 1503; 0x1.8ae99fe3ad058p-13; 0x1.78c86022f7c92p-15
 1504; 0x1.4562be43d097ep-14; 0x1.766231f94c5cap-15
 1505; 0x1.bb85c16452a9cp-15; 0x1.797cc39ffd60fp-15
 1506; 0x1.4f089e2b9c078p-12; 0x1.7496a23aca4dcp-15
 1507; 0x1.d08a469565ad6p-13; 0x1.790f3e1415695p-15
 1508; 0x1.41c16b6fbaa3p-13; 0x1.751330111d675p-15
 1509; 0x1.3c9020966fe5fp-12; 0x1.7a68fcc3b576fp-15
 1510; 0x1.4e2ca28f25662p-11; 0x1.959b211cf4f22p-15
 1511; 0x1.abec3dbc8a45bp-12; 0x1.7469895b88e7cp-15
 1512; 0x1.92946cb4085acp-13; 0x1.763fd5e17c0efp-15
 1513; 0x1.519309766525ep-14; 0x1.76d84e8b2867bp-15
 1514; 0x1.315754bf63c77p-13; 0x1.76ba3df65223bp-15
 1515; 0x1.e7dc47bf0665ap-14; 0x1.792f746a68b22p-15
 1516; 0x1.2a0f956baef21p-12; 0x1.80a26b9411893p-15
 1517; 0x1.7fa9949f9af6ap-12; 0x1.7b7e0343b4e93p-15
 1518; 0x1.80ec82276ab0bp-12; 0x1.81fa04823491fp-15
 1519; 0x1.7a38ab423889bp-13; 0x1.7b643e31d8aefp-15
 1520; 0x1.0e609e83ecbcbp-13; 0x1.756d61cfa0333p-15
 1521; 0x1.25d7efaf69a95p-12; 0x1.78d7686d62eb1p-15
 1522; 0x1.e8a737abacb06p-14; 0x1.840600ed5d328p-15
 1523; 0x1.d5a72ac08cbc5p-13; 0x1.82eed4abe0bb6p-15
 1524; 0x1.088c1e39848eap-14; 0x1.6f2d81bacd126p-15
 1525; 0x1.66b402eb30a9ep-12; 0x1.78d0f728ebdc8p-15
 1526; 0x1.1a81e16c1628bp-14; 0x1.7b394b14144dep-15
 1527; 0x1.d04c891a9b61cp-12; 0x1.7cb9b15e7eb2ep-15
 1528; 0x1.653ee2d8969e5p-14; 0x1.7acdeb49a95b2p-15
 1529; 0x1.5dbbd083c422ep-14; 0x1.7c74f92ede178p-15
 1530; 0x1.b151e0e21c592p-13; 0x1.83ee619cfdfd2p-15
 1531; 0x1.24bc3332c387ep-12; 0x1.7990176d628cap-15
 1532; 0x1.4bec928fe50fep-11; 0x1.81f3933dbd836p-15
 1533; 0x1.4265b3c196966p-12; 0x1.7c7d9034d22afp-15
 1534; 0x1.61b39303c21b3p-13; 0x1.795841c6b00e6p-15
 1535; 0x1.52450279be184p-12; 0x1.7f3333558f4bp-15
 1536; 0x1.c3e2427fd750bp-13; 0x1.7207a6b4d785p-15
 1537; 0x1.c12ec52097358p-13; 0x1.7f03f4b4d0e03p-15
 1538; 0x1.c9bed05fd451p-14; 0x1.7ef2c6a8e8b96p-15
 1539; 0x1.d93529c73d859p-13; 0x1.72d3a9823c524p-15
 1540; 0x1.426ed437e9ebp-14; 0x1.7e9223a5eedeep-15
 1541; 0x1.af91975b6aa3bp-13; 0x1.78252ab1da582p-15
 1542; 0x1.902f516b1b70cp-13; 0x1.77b359a2f856ep-15
 1543; 0x1.554613c6c282ep-13; 0x1.8cf95e61706e9p-15
 1544; 0x1.dfba4b7c1082ep-14; 0x1.77caf8f3578c4p-15
 1545; 0x1.3363512a8c68p-14; 0x1.7dbd89d295fe5p-15
 1546; 0x1.00200b6335847p-13; 0x1.7736cbcca53d4p-15
 1547; 0x1.d87f29f91a2a2p-14; 0x1.7ff8c4de7d09ap-15
 1548; 0x1.bde132c68cfdfp-13; 0x1.7f9821db832f3p-15
 1549; 0x1.f6564cd78ddfcp-13; 0x1.7d008f4f9c531p-15
 1550; 0x1.626b2f23033a4p-13; 0x1.811aade76a991p-15
 1551; 0x1.1f408d0df002bp-12; 0x1.74ffdc43b83bap-15
 1552; 0x1.2d288ac14232bp-12; 0x1.80845aff3b453p-15
 1553; 0x1.8a3e5cdcfac26p-13; 0x1.7d3cb07948dbp-15
 1554; 0x1.ddb7f8f79a784p-14; 0x1.7a55a8f6504b4p-15
 1555; 0x1.24b2894c10f21p-13; 0x1.7b5535e76d8cfp-15
 1556; 0x1.8582a5252ccf1p-13; 0x1.8043ee5294b39p-15
 1557; 0x1.7dbd006236bd1p-13; 0x1.7e71ed4f9b961p-15
 1558; 0x1.1574058b5a3bcp-13; 0x1.80913d8829625p-15
