algorithm;filename;run_number;total_iter;hex_sum_knapsack_time;hex_sum_sort_time;hex_sum_master_prob_time;hex_rolls;
cplex_cutstock;402_10000_NR_45.csp.txt;1;;;;;;
ukp5_fp_cutstock;600_20000_DI_10.csp.txt;1;2881;0x1.54b6ccd6eef63p+2;0x1.67c77acac3d61p-4;0x1.b7a261125861cp+3;0x1.8c00003aaba68p+7;
ukp5_fp_ns_cutstock;600_20000_DI_10.csp.txt;1;3029;0x1.e7b7d3136b755p+1;0x0p+0;0x1.ce1e2a67dd889p+3;0x1.8c000033150cfp+7;
ukp5_int_cutstock;600_20000_DI_10.csp.txt;1;3069;0x1.5af19d1c97217p+2;0x1.4afee5a3b34eap-4;0x1.c0ec20a5111d1p+3;0x1.8c00003d9fb87p+7;
ukp5_int_ns_cutstock;600_20000_DI_10.csp.txt;1;2965;0x1.b78d90231aae8p+1;0x0p+0;0x1.be8d3ac429c31p+3;0x1.8c000038baf8p+7;
mtu1_cutstock;600_20000_DI_10.csp.txt;1;;;;;;
cplex_cutstock;600_20000_DI_10.csp.txt;1;;;;;;
ukp5_fp_cutstock;600_20000_DI_21.csp.txt;1;2876;0x1.3d217e71ed502p+2;0x1.5bfb765876e43p-4;0x1.95c0a1980d1e9p+3;0x1.8c00003cfa2efp+7;
ukp5_fp_ns_cutstock;600_20000_DI_21.csp.txt;1;2749;0x1.8d85b11e34631p+1;0x0p+0;0x1.7020f644c04dap+3;0x1.8c00002333b9p+7;
ukp5_int_cutstock;600_20000_DI_21.csp.txt;1;2889;0x1.2668a3499312ep+2;0x1.2e05e1740162ep-4;0x1.8e4b041596f38p+3;0x1.8c00002c46d6bp+7;
ukp5_int_ns_cutstock;600_20000_DI_21.csp.txt;1;2809;0x1.90d7d21fae2c6p+1;0x0p+0;0x1.8491be96a9238p+3;0x1.8c00002f64276p+7;
mtu1_cutstock;600_20000_DI_21.csp.txt;1;;;;;;
cplex_cutstock;600_20000_DI_21.csp.txt;1;;;;;;
ukp5_fp_cutstock;600_20000_DI_23.csp.txt;1;2789;0x1.2d7576bc415bfp+2;0x1.5732c0719faa6p-4;0x1.9593ce2f08bcdp+3;0x1.8bffffffffffep+7;
ukp5_fp_ns_cutstock;600_20000_DI_23.csp.txt;1;2740;0x1.94a37ccdc2262p+1;0x0p+0;0x1.998abc6644a4ep+3;0x1.8bffffffffffdp+7;
ukp5_int_cutstock;600_20000_DI_23.csp.txt;1;2751;0x1.098376c8f05abp+2;0x1.225cc93fe0a6bp-4;0x1.9729ab3863afap+3;0x1.8bffffffffffbp+7;
ukp5_int_ns_cutstock;600_20000_DI_23.csp.txt;1;2722;0x1.7775d3c5ff175p+1;0x0p+0;0x1.97ee4f1a91c93p+3;0x1.8c00000000001p+7;
mtu1_cutstock;600_20000_DI_23.csp.txt;1;;;;;;
cplex_cutstock;600_20000_DI_23.csp.txt;1;;;;;;
ukp5_fp_cutstock;600_20000_DI_25.csp.txt;1;2723;0x1.2a8c5965de10bp+2;0x1.4edf09180a40ep-4;0x1.94b5954ec26cp+3;0x1.8c00000000003p+7;
ukp5_fp_ns_cutstock;600_20000_DI_25.csp.txt;1;2776;0x1.928a9f5c37745p+1;0x0p+0;0x1.871663ffaecc1p+3;0x1.8bffffffffffbp+7;
ukp5_int_cutstock;600_20000_DI_25.csp.txt;1;2795;0x1.14e40ce515c39p+2;0x1.2a2316db63bedp-4;0x1.8337b04d902cp+3;0x1.8bfffffffffffp+7;
ukp5_int_ns_cutstock;600_20000_DI_25.csp.txt;1;2726;0x1.7a63333e796b3p+1;0x0p+0;0x1.84e325e188684p+3;0x1.8c00000000003p+7;
mtu1_cutstock;600_20000_DI_25.csp.txt;1;;;;;;
cplex_cutstock;600_20000_DI_25.csp.txt;1;;;;;;
ukp5_fp_cutstock;600_20000_DI_31.csp.txt;1;2836;0x1.53795c58aca62p+2;0x1.54d597e654f79p-4;0x1.9f54fb14bc568p+3;0x1.8c00000000007p+7;
ukp5_fp_ns_cutstock;600_20000_DI_31.csp.txt;1;2791;0x1.93053beddba9cp+1;0x0p+0;0x1.90eb27fd5b458p+3;0x1.8bffffffffffdp+7;
ukp5_int_cutstock;600_20000_DI_31.csp.txt;1;2781;0x1.28e77aa97a9e7p+2;0x1.20221ee3c5e2ap-4;0x1.7f7d2e308c5c1p+3;0x1.8bfffffffffffp+7;
ukp5_int_ns_cutstock;600_20000_DI_31.csp.txt;1;2779;0x1.86e2988cba747p+1;0x0p+0;0x1.809cce7f20e9ep+3;0x1.8bffffffffffdp+7;
mtu1_cutstock;600_20000_DI_31.csp.txt;1;;;;;;
cplex_cutstock;600_20000_DI_31.csp.txt;1;;;;;;
ukp5_fp_cutstock;600_20000_NR_2.csp.txt;1;2577;0x1.09560e073256dp+2;0x1.26b3aee5fe6e1p-4;0x1.31f4bd50d04ap+3;0x1.8c00000c10f78p+7;
ukp5_fp_ns_cutstock;600_20000_NR_2.csp.txt;1;2632;0x1.466d49fa9fee8p+1;0x0p+0;0x1.33f699a22808dp+3;0x1.8c00000000004p+7;
ukp5_int_cutstock;600_20000_NR_2.csp.txt;1;2562;0x1.ddec3be1f23d1p+1;0x1.f8b8a2eb9f437p-5;0x1.2bc2c1ba304ep+3;0x1.8c00000000003p+7;
ukp5_int_ns_cutstock;600_20000_NR_2.csp.txt;1;2707;0x1.3f4faa05e7393p+1;0x0p+0;0x1.497a7847a08ecp+3;0x1.8c00000fe30e8p+7;
mtu1_cutstock;600_20000_NR_2.csp.txt;1;;;;;;
cplex_cutstock;600_20000_NR_2.csp.txt;1;;;;;;
ukp5_fp_cutstock;600_20000_NR_38.csp.txt;1;2555;0x1.fb53a21c27b06p+1;0x1.2c91e932445cdp-4;0x1.52630fed07ffcp+3;0x1.8c00000000004p+7;
ukp5_fp_ns_cutstock;600_20000_NR_38.csp.txt;1;2530;0x1.3001e39eba2eap+1;0x0p+0;0x1.3dbb44914be4fp+3;0x1.8bffffffffffbp+7;
ukp5_int_cutstock;600_20000_NR_38.csp.txt;1;2599;0x1.e0d7c69b2f712p+1;0x1.08b3ed1bbb8cap-4;0x1.5bd3d3457ba38p+3;0x1.8bffffffffffap+7;
ukp5_int_ns_cutstock;600_20000_NR_38.csp.txt;1;2544;0x1.25f5086ab2a64p+1;0x0p+0;0x1.3f5d4e382d7fcp+3;0x1.8c00000000004p+7;
mtu1_cutstock;600_20000_NR_38.csp.txt;1;;;;;;
cplex_cutstock;600_20000_NR_38.csp.txt;1;;;;;;
ukp5_fp_cutstock;600_20000_NR_3.csp.txt;1;2769;0x1.46e628552b223p+2;0x1.4fa2edeff6e28p-4;0x1.7bb352380ec19p+3;0x1.8bfffffffffffp+7;
ukp5_fp_ns_cutstock;600_20000_NR_3.csp.txt;1;2880;0x1.be6da10935c4bp+1;0x0p+0;0x1.8ee37d2a19a6ep+3;0x1.8c00000000004p+7;
ukp5_int_cutstock;600_20000_NR_3.csp.txt;1;2666;0x1.20ca87ee4b76fp+2;0x1.15c3c78ce9542p-4;0x1.73d2732f4c9f2p+3;0x1.8c00000000002p+7;
ukp5_int_ns_cutstock;600_20000_NR_3.csp.txt;1;2656;0x1.8687cf28020c9p+1;0x0p+0;0x1.7298ad0d3ed8p+3;0x1.8c00000000003p+7;
mtu1_cutstock;600_20000_NR_3.csp.txt;1;;;;;;
cplex_cutstock;600_20000_NR_3.csp.txt;1;;;;;;
ukp5_fp_cutstock;600_20000_NR_41.csp.txt;1;2888;0x1.0eff5333fbfdp+3;0x1.5b7089de6e3d5p-4;0x1.88d8312bbe6afp+3;0x1.8bfffffffffffp+7;
ukp5_fp_ns_cutstock;600_20000_NR_41.csp.txt;1;2851;0x1.c90aa89f09df1p+1;0x0p+0;0x1.6cb419a98e1d5p+3;0x1.8bffffffffff7p+7;
ukp5_int_cutstock;600_20000_NR_41.csp.txt;1;2836;0x1.6fbbc98d5acf9p+2;0x1.21ab931edec6fp-4;0x1.74bcea3cdb64ap+3;0x1.8bffffffffffbp+7;
ukp5_int_ns_cutstock;600_20000_NR_41.csp.txt;1;2822;0x1.b099790f82cbfp+1;0x0p+0;0x1.6ffe339174539p+3;0x1.8c00000000003p+7;
mtu1_cutstock;600_20000_NR_41.csp.txt;1;;;;;;
cplex_cutstock;600_20000_NR_41.csp.txt;1;;;;;;
ukp5_fp_cutstock;600_20000_NR_42.csp.txt;1;2955;0x1.628ac4a7edcd8p+2;0x1.68831811b376cp-4;0x1.87d1f13fd9effp+3;0x1.8c0000405f6f8p+7;
ukp5_fp_ns_cutstock;600_20000_NR_42.csp.txt;1;2899;0x1.a2d7611430d4p+1;0x0p+0;0x1.8eb3f8c0fa0edp+3;0x1.8c0000603302ap+7;
ukp5_int_cutstock;600_20000_NR_42.csp.txt;1;2984;0x1.48fb91d8fd53ep+2;0x1.38fca785eb674p-4;0x1.8a5f3956c1612p+3;0x1.8c00003c4f2e5p+7;
ukp5_int_ns_cutstock;600_20000_NR_42.csp.txt;1;2994;0x1.9a1b0ad0f1fe4p+1;0x0p+0;0x1.8dba2399da7e6p+3;0x1.8c0000295374dp+7;
mtu1_cutstock;600_20000_NR_42.csp.txt;1;;;;;;
cplex_cutstock;600_20000_NR_42.csp.txt;1;;;;;;
ukp5_fp_cutstock;801_40000_DI_33.csp.txt;1;3625;0x1.969d25fbc5bcep+3;0x1.2b8ec8159421ep-3;0x1.cbeba0fe00bafp+4;0x1.08ffffffffffdp+8;
ukp5_fp_ns_cutstock;801_40000_DI_33.csp.txt;1;3707;0x1.0c03205023fc5p+3;0x0p+0;0x1.d9a8dac2e2471p+4;0x1.0900000000003p+8;
ukp5_int_cutstock;801_40000_DI_33.csp.txt;1;3701;0x1.81e33c62b1d12p+3;0x1.0602f2c5fd1bfp-3;0x1.cd287c41deb73p+4;0x1.0900000000001p+8;
ukp5_int_ns_cutstock;801_40000_DI_33.csp.txt;1;3667;0x1.f43f0f064f9cbp+2;0x0p+0;0x1.c5772206e5f87p+4;0x1.0900000000002p+8;
mtu1_cutstock;801_40000_DI_33.csp.txt;1;;;;;;
cplex_cutstock;801_40000_DI_33.csp.txt;1;;;;;;
ukp5_fp_cutstock;801_40000_DI_36.csp.txt;1;4098;0x1.18cf5861c97d2p+4;0x1.5d6d60334f152p-3;0x1.256b13bd9974fp+5;0x1.0900003e2e6e8p+8;
ukp5_fp_ns_cutstock;801_40000_DI_36.csp.txt;1;4097;0x1.5a00ac4bb419ap+3;0x0p+0;0x1.161f05538d2b9p+5;0x1.0900002cd796dp+8;
ukp5_int_cutstock;801_40000_DI_36.csp.txt;1;4158;0x1.019545b617a97p+4;0x1.305e7c95b05d8p-3;0x1.1f52912aac9ep+5;0x1.09000026ee186p+8;
ukp5_int_ns_cutstock;801_40000_DI_36.csp.txt;1;4170;0x1.532b981e3bcd2p+3;0x0p+0;0x1.1e4a625545e86p+5;0x1.09000035639bap+8;
mtu1_cutstock;801_40000_DI_36.csp.txt;1;;;;;;
cplex_cutstock;801_40000_DI_36.csp.txt;1;;;;;;
ukp5_fp_cutstock;801_40000_DI_41.csp.txt;1;4080;0x1.284b38ae949f8p+4;0x1.57a307d764d5bp-3;0x1.120277ac78b3p+5;0x1.090000131c1e3p+8;
ukp5_fp_ns_cutstock;801_40000_DI_41.csp.txt;1;4053;0x1.5ed7b1e8ce683p+3;0x0p+0;0x1.247cabc57c5ccp+5;0x1.090000131ab04p+8;
ukp5_int_cutstock;801_40000_DI_41.csp.txt;1;3932;0x1.efd1315b16d13p+3;0x1.1e0476428dab3p-3;0x1.0e76771deea8p+5;0x1.0900002081ce7p+8;
ukp5_int_ns_cutstock;801_40000_DI_41.csp.txt;1;3908;0x1.3496a26a925eep+3;0x0p+0;0x1.0ea350ecf1492p+5;0x1.09000020114c8p+8;
mtu1_cutstock;801_40000_DI_41.csp.txt;1;;;;;;
cplex_cutstock;801_40000_DI_41.csp.txt;1;;;;;;
ukp5_fp_cutstock;801_40000_DI_48.csp.txt;1;4317;0x1.3df51cc0bc2e6p+4;0x1.781de73e099e2p-3;0x1.58ca2e69d3607p+5;0x1.0900000a5d3b2p+8;
ukp5_fp_ns_cutstock;801_40000_DI_48.csp.txt;1;4378;0x1.9823a8bdbda8cp+3;0x0p+0;0x1.5891093bcf202p+5;0x1.0900000dd3e53p+8;
ukp5_int_cutstock;801_40000_DI_48.csp.txt;1;4335;0x1.1dce0a404ac8fp+4;0x1.46d3b0c1a9593p-3;0x1.54c3f2d81315ep+5;0x1.0900001aab1a4p+8;
ukp5_int_ns_cutstock;801_40000_DI_48.csp.txt;1;4335;0x1.81713114c250fp+3;0x0p+0;0x1.55b9cad3f93c5p+5;0x1.0900001aab1a4p+8;
mtu1_cutstock;801_40000_DI_48.csp.txt;1;;;;;;
cplex_cutstock;801_40000_DI_48.csp.txt;1;;;;;;
ukp5_fp_cutstock;801_40000_DI_6.csp.txt;1;3942;0x1.2df0c51f7327ap+4;0x1.4bccb17400d81p-3;0x1.1b2d540c6910dp+5;0x1.0900000000004p+8;
ukp5_fp_ns_cutstock;801_40000_DI_6.csp.txt;1;4015;0x1.53dc208677165p+3;0x0p+0;0x1.0c2da8a138389p+5;0x1.08fffffffffffp+8;
ukp5_int_cutstock;801_40000_DI_6.csp.txt;1;4020;0x1.f0db51a200937p+3;0x1.247cbc021318cp-3;0x1.172b46ad411efp+5;0x1.09p+8;
ukp5_int_ns_cutstock;801_40000_DI_6.csp.txt;1;4004;0x1.4cfda1f4e578ap+3;0x0p+0;0x1.15a2581014fefp+5;0x1.0900000000001p+8;
mtu1_cutstock;801_40000_DI_6.csp.txt;1;;;;;;
cplex_cutstock;801_40000_DI_6.csp.txt;1;;;;;;
ukp5_fp_cutstock;801_40000_NR_15.csp.txt;1;4135;0x1.0d4baebb0b511p+4;0x1.61229fd6e442ap-3;0x1.246860c28d838p+5;0x1.09000018769b4p+8;
ukp5_fp_ns_cutstock;801_40000_NR_15.csp.txt;1;4064;0x1.5c2fa7a85015ap+3;0x0p+0;0x1.15bd2b0081263p+5;0x1.0900000ef2b04p+8;
ukp5_int_cutstock;801_40000_NR_15.csp.txt;1;4036;0x1.d7d70dade8867p+3;0x1.2d8ea20897c2ap-3;0x1.1993cdb81e032p+5;0x1.090000132fa21p+8;
ukp5_int_ns_cutstock;801_40000_NR_15.csp.txt;1;4036;0x1.44df1a2b3e362p+3;0x0p+0;0x1.1a295b2014d26p+5;0x1.090000132fa21p+8;
mtu1_cutstock;801_40000_NR_15.csp.txt;1;;;;;;
cplex_cutstock;801_40000_NR_15.csp.txt;1;;;;;;
ukp5_fp_cutstock;801_40000_NR_34.csp.txt;1;4039;0x1.11a5bf368397ap+4;0x1.51f8d0583efd9p-3;0x1.055e33ef236c6p+5;0x1.0900002a4e034p+8;
ukp5_fp_ns_cutstock;801_40000_NR_34.csp.txt;1;4131;0x1.5bd4b9bd72df5p+3;0x0p+0;0x1.0e556ae2ccea9p+5;0x1.09000017a83cfp+8;
ukp5_int_cutstock;801_40000_NR_34.csp.txt;1;3988;0x1.e5f7676ffbbc2p+3;0x1.1f84c1f9bda39p-3;0x1.feb38a0fdb36bp+4;0x1.09000024e1277p+8;
ukp5_int_ns_cutstock;801_40000_NR_34.csp.txt;1;4007;0x1.4136a3778b48fp+3;0x0p+0;0x1.095f591022c96p+5;0x1.09000029c7803p+8;
mtu1_cutstock;801_40000_NR_34.csp.txt;1;;;;;;
cplex_cutstock;801_40000_NR_34.csp.txt;1;;;;;;
ukp5_fp_cutstock;801_40000_NR_39.csp.txt;1;3864;0x1.c8d7648cb64b7p+3;0x1.3ef3e2cc79a5ep-3;0x1.e103c23179868p+4;0x1.0900001f937b9p+8;
ukp5_fp_ns_cutstock;801_40000_NR_39.csp.txt;1;3921;0x1.15f7a71b625cap+3;0x0p+0;0x1.e160410457282p+4;0x1.09000016bf66p+8;
ukp5_int_cutstock;801_40000_NR_39.csp.txt;1;3879;0x1.a187b6d08c1eap+3;0x1.191f0a315c433p-3;0x1.ce6296ef9b2ddp+4;0x1.09000010dd4b2p+8;
ukp5_int_ns_cutstock;801_40000_NR_39.csp.txt;1;3997;0x1.0baf8e822827ap+3;0x0p+0;0x1.eaf76dc487376p+4;0x1.0900000259d9dp+8;
mtu1_cutstock;801_40000_NR_39.csp.txt;1;;;;;;
cplex_cutstock;801_40000_NR_39.csp.txt;1;;;;;;
ukp5_fp_cutstock;801_40000_NR_5.csp.txt;1;3955;0x1.0cabdd1a55752p+4;0x1.4996b33de3174p-3;0x1.072e084c32663p+5;0x1.0900000000002p+8;
ukp5_fp_ns_cutstock;801_40000_NR_5.csp.txt;1;3986;0x1.4696c44b2f395p+3;0x0p+0;0x1.120ce01fee653p+5;0x1.0900000000001p+8;
ukp5_int_cutstock;801_40000_NR_5.csp.txt;1;4032;0x1.edb5bab2a1867p+3;0x1.2786fd5725a32p-3;0x1.17bddbdeb888dp+5;0x1.0900000000002p+8;
ukp5_int_ns_cutstock;801_40000_NR_5.csp.txt;1;4029;0x1.4045d5c40618ep+3;0x0p+0;0x1.181b8e5e521afp+5;0x1.0900000000004p+8;
mtu1_cutstock;801_40000_NR_5.csp.txt;1;;;;;;
cplex_cutstock;801_40000_NR_5.csp.txt;1;;;;;;
ukp5_fp_cutstock;801_40000_NR_6.csp.txt;1;3966;0x1.0f1b689bf5bfap+4;0x1.4fe7c4fe54e31p-3;0x1.1a53f7c3f9f2ep+5;0x1.08ffffffffffep+8;
ukp5_fp_ns_cutstock;801_40000_NR_6.csp.txt;1;3930;0x1.4832af941b9ap+3;0x0p+0;0x1.0eb0eb053e7aap+5;0x1.08fffffffffffp+8;
ukp5_int_cutstock;801_40000_NR_6.csp.txt;1;3971;0x1.f0d3c24c0cbfap+3;0x1.20fab27d0425fp-3;0x1.0694ad0c4e538p+5;0x1.0900000000002p+8;
ukp5_int_ns_cutstock;801_40000_NR_6.csp.txt;1;3976;0x1.3b6093d26b838p+3;0x0p+0;0x1.072280ed8c70dp+5;0x1.08ffffffffffdp+8;
mtu1_cutstock;801_40000_NR_6.csp.txt;1;;;;;;
cplex_cutstock;801_40000_NR_6.csp.txt;1;;;;;;
ukp5_fp_cutstock;BPP_1000_1000_0.1_0.7_0.csp.txt;1;2366;0x1.87c19f4fc496fp-3;0x1.ffe4ed888cb5bp-5;0x1.df7aa1e325644p+1;0x1.8cd7d0c1175dep+8;
ukp5_fp_ns_cutstock;BPP_1000_1000_0.1_0.7_0.csp.txt;1;3121;0x1.b956aefd1ce4ep-3;0x0p+0;0x1.ac807371ab82fp+1;0x1.8cd7d0c1175d9p+8;
ukp5_int_cutstock;BPP_1000_1000_0.1_0.7_0.csp.txt;1;3699;0x1.0217eaad5d70cp-2;0x1.4738c611941f4p-4;0x1.8ca92ed1be67fp+1;0x1.8cd7d0c1175dfp+8;
ukp5_int_ns_cutstock;BPP_1000_1000_0.1_0.7_0.csp.txt;1;3699;0x1.ce8cbbdd07cecp-3;0x0p+0;0x1.8d9e1c0826f3dp+1;0x1.8cd7d0c1175dfp+8;
mtu1_cutstock;BPP_1000_1000_0.1_0.7_0.csp.txt;1;2950;0x1.eb7ce56176c6ap-2;0x1.f846d48bef1c6p-5;0x1.fbed7cc37da06p+1;0x1.8cd7d0c1175d7p+8;
cplex_cutstock;BPP_1000_1000_0.1_0.7_0.csp.txt;1;1816;0x1.4aa95e53364cep+7;0x0p+0;0x1.61fdc8c54d9f8p+1;0x1.8cd7d0c1175dcp+8;
ukp5_fp_cutstock;BPP_1000_1000_0.1_0.8_8.csp.txt;1;3010;0x1.0841428ce4cc6p-2;0x1.53954bdfb0069p-4;0x1.7db7d7814a879p+1;0x1.c0a5fd0f93d7p+8;
ukp5_fp_ns_cutstock;BPP_1000_1000_0.1_0.8_8.csp.txt;1;3145;0x1.bc5ac26e4f139p-3;0x0p+0;0x1.426cd241bcf54p+1;0x1.c0a5fd0f93d6fp+8;
ukp5_int_cutstock;BPP_1000_1000_0.1_0.8_8.csp.txt;1;2970;0x1.f1d7d6b8805bap-3;0x1.243020842ef94p-4;0x1.64a6bf3183b01p+1;0x1.c0a5fd0f93d7p+8;
ukp5_int_ns_cutstock;BPP_1000_1000_0.1_0.8_8.csp.txt;1;2937;0x1.7e1cfc9008f73p-3;0x0p+0;0x1.67554d14ecdd2p+1;0x1.c0a5fd0f93d71p+8;
mtu1_cutstock;BPP_1000_1000_0.1_0.8_8.csp.txt;1;2820;0x1.037aaee5e4a98p+2;0x1.0a6166e7039e8p-4;0x1.74a8352855de9p+1;0x1.c0a5fd0f93d6bp+8;
cplex_cutstock;BPP_1000_1000_0.1_0.8_8.csp.txt;1;;;;;;
ukp5_fp_cutstock;BPP_1000_1000_0.2_0.7_4.csp.txt;1;6803;0x1.ce1a43b445fe7p-3;0x1.0743d49619dd5p-3;0x1.90a0b1eb0dee9p+1;0x1.ca1ffffffffffp+8;
ukp5_fp_ns_cutstock;BPP_1000_1000_0.2_0.7_4.csp.txt;1;7988;0x1.00f27d0a97b39p-2;0x0p+0;0x1.ddff58b6e18eep+1;0x1.ca2p+8;
ukp5_int_cutstock;BPP_1000_1000_0.2_0.7_4.csp.txt;1;6914;0x1.c4a36871d0c88p-3;0x1.d0d1d165db1fbp-4;0x1.a3d1e617b2b5fp+1;0x1.ca20000000003p+8;
ukp5_int_ns_cutstock;BPP_1000_1000_0.2_0.7_4.csp.txt;1;6900;0x1.8e45780cdf933p-3;0x0p+0;0x1.9b3f6c7ea5c4ep+1;0x1.ca1ffffffffffp+8;
mtu1_cutstock;BPP_1000_1000_0.2_0.7_4.csp.txt;1;6676;0x1.0237ccb12f48ep+0;0x1.b2946a498ead3p-4;0x1.7f944601b0c8ap+1;0x1.ca20000000001p+8;
cplex_cutstock;BPP_1000_1000_0.2_0.7_4.csp.txt;1;2503;0x1.a29f090d08c17p+6;0x0p+0;0x1.dc509f4c2d778p-1;0x1.ca20000000002p+8;
ukp5_fp_cutstock;BPP_1000_1000_0.2_0.8_9.csp.txt;1;8873;0x1.2ffa018e4a851p-2;0x1.7179a30426812p-3;0x1.07c4b285008d4p+2;0x1.f5p+8;
ukp5_fp_ns_cutstock;BPP_1000_1000_0.2_0.8_9.csp.txt;1;7501;0x1.0152bf5960887p-2;0x0p+0;0x1.a39ecebbff0e1p+1;0x1.f5p+8;
ukp5_int_cutstock;BPP_1000_1000_0.2_0.8_9.csp.txt;1;6908;0x1.cf366541ce2ap-3;0x1.1c60e4e99b87fp-3;0x1.727be0b2431b5p+1;0x1.f5p+8;
ukp5_int_ns_cutstock;BPP_1000_1000_0.2_0.8_9.csp.txt;1;6719;0x1.a50e809022108p-3;0x0p+0;0x1.607bcd609b756p+1;0x1.f5p+8;
mtu1_cutstock;BPP_1000_1000_0.2_0.8_9.csp.txt;1;6710;0x1.03a6860444106p+0;0x1.0a83db053892fp-3;0x1.646d34c3a37a6p+1;0x1.f5p+8;
cplex_cutstock;BPP_1000_1000_0.2_0.8_9.csp.txt;1;3601;0x1.73c06ea13736fp+6;0x0p+0;0x1.716512a0b8eap+0;0x1.f5p+8;
ukp5_fp_cutstock;BPP_1000_100_0.1_0.7_6.csp.txt;1;123;0x1.450eb9119539fp-10;0x1.f55cec72b80c2p-12;0x1.b365e026125abp-7;0x1.8de3d70a3d709p+8;
ukp5_fp_ns_cutstock;BPP_1000_100_0.1_0.7_6.csp.txt;1;120;0x1.25051489465cap-10;0x0p+0;0x1.9ae402af98f09p-7;0x1.8de3d70a3d70cp+8;
ukp5_int_cutstock;BPP_1000_100_0.1_0.7_6.csp.txt;1;123;0x1.452fac626b7cap-10;0x1.ab703956966d4p-12;0x1.9703ca066b4b6p-7;0x1.8de3d70a3d70bp+8;
ukp5_int_ns_cutstock;BPP_1000_100_0.1_0.7_6.csp.txt;1;121;0x1.1fe863e843063p-10;0x0p+0;0x1.8cb83d514cd78p-7;0x1.8de3d70a3d709p+8;
mtu1_cutstock;BPP_1000_100_0.1_0.7_6.csp.txt;1;125;0x1.0106d4f529263p-10;0x1.98bed339f94b4p-12;0x1.9cc3044c15019p-7;0x1.8de3d70a3d70ap+8;
cplex_cutstock;BPP_1000_100_0.1_0.7_6.csp.txt;1;110;0x1.a6d93d737dfc1p-2;0x0p+0;0x1.832ba5ed874efp-7;0x1.8de3d70a3d70bp+8;
ukp5_fp_cutstock;BPP_1000_100_0.1_0.8_4.csp.txt;1;174;0x1.d8327561f0a4bp-10;0x1.6ec46a0df6f5p-11;0x1.3fc870245de0ap-6;0x1.c76147ae147aep+8;
ukp5_fp_ns_cutstock;BPP_1000_100_0.1_0.8_4.csp.txt;1;185;0x1.c2f74fc701754p-10;0x0p+0;0x1.57f86f3cf9b06p-6;0x1.c76147ae147aep+8;
ukp5_int_cutstock;BPP_1000_100_0.1_0.8_4.csp.txt;1;161;0x1.a5f5a612816a6p-10;0x1.26267421d4aadp-11;0x1.1fa4838b17ff2p-6;0x1.c76147ae147adp+8;
ukp5_int_ns_cutstock;BPP_1000_100_0.1_0.8_4.csp.txt;1;165;0x1.8f09c8abaae93p-10;0x0p+0;0x1.233aca22c5ca3p-6;0x1.c76147ae147adp+8;
mtu1_cutstock;BPP_1000_100_0.1_0.8_4.csp.txt;1;165;0x1.9bae2d0ab64d9p-10;0x1.31ceeb4645c5ep-11;0x1.2a259cb6735ddp-6;0x1.c76147ae147afp+8;
cplex_cutstock;BPP_1000_100_0.1_0.8_4.csp.txt;1;166;0x1.89aee5ed4070fp-1;0x0p+0;0x1.3c6243388650dp-6;0x1.c76147ae147afp+8;
ukp5_fp_cutstock;BPP_1000_100_0.2_0.7_9.csp.txt;1;164;0x1.25f99ffac2e59p-10;0x1.d4ee7bc08d1afp-12;0x1.71b78c629336dp-7;0x1.c230a3d70a3d8p+8;
ukp5_fp_ns_cutstock;BPP_1000_100_0.2_0.7_9.csp.txt;1;161;0x1.1a9817f57b532p-10;0x0p+0;0x1.7d5ec7d8e987ep-7;0x1.c230a3d70a3d7p+8;
ukp5_int_cutstock;BPP_1000_100_0.2_0.7_9.csp.txt;1;161;0x1.33bcf978aff2dp-10;0x1.c821b11981cb6p-12;0x1.7a3b17e1a6ac9p-7;0x1.c230a3d70a3d9p+8;
ukp5_int_ns_cutstock;BPP_1000_100_0.2_0.7_9.csp.txt;1;162;0x1.14bd040a8445fp-10;0x0p+0;0x1.639025db0e8c9p-7;0x1.c230a3d70a3d7p+8;
mtu1_cutstock;BPP_1000_100_0.2_0.7_9.csp.txt;1;161;0x1.25f5bb8c104cep-10;0x1.8df4165f34655p-12;0x1.701c8820f644cp-7;0x1.c230a3d70a3d8p+8;
cplex_cutstock;BPP_1000_100_0.2_0.7_9.csp.txt;1;111;0x1.0425e9c987c8fp-1;0x0p+0;0x1.1e38bab1973c5p-7;0x1.c230a3d70a3d7p+8;
ukp5_fp_cutstock;BPP_1000_100_0.2_0.8_6.csp.txt;1;176;0x1.5db2d269889eep-10;0x1.3b41ca7ab8022p-11;0x1.a354949305bccp-7;0x1.eeep+8;
ukp5_fp_ns_cutstock;BPP_1000_100_0.2_0.8_6.csp.txt;1;178;0x1.32f2e8e2a472p-10;0x0p+0;0x1.919173968bd96p-7;0x1.eeep+8;
ukp5_int_cutstock;BPP_1000_100_0.2_0.8_6.csp.txt;1;219;0x1.873593e09d0dfp-10;0x1.3f0dcbb462b77p-11;0x1.e24188e1658b6p-7;0x1.eeep+8;
ukp5_int_ns_cutstock;BPP_1000_100_0.2_0.8_6.csp.txt;1;220;0x1.7672c566c95a2p-10;0x0p+0;0x1.ee4ebd27684eep-7;0x1.eeep+8;
mtu1_cutstock;BPP_1000_100_0.2_0.8_6.csp.txt;1;212;0x1.d65fa63668a56p-10;0x1.402f926138767p-11;0x1.f23bbc6eb0b76p-7;0x1.eeep+8;
